debug/a1_2_std,debug/q2,idle_time,debug/backup,debug/log_pi,debug/log_pi_std,episode_length_test,debug/a2_1_std,return_train,debug/a1_2,debug/a2_0_std,training_step_duration,debug/a_2,debug/q_a1,debug/a2_2_std,debug/demo_sampling_weight,_timestamp,debug/demo_fraction_in_batch,debug/a1_0,debug/a_1,episode_length_train,_runtime,debug/logp_a2,debug/a1_1,losses/loss_actor,_step,debug/d,debug/a_2_std,round_time,debug/q_a1_std,debug/a2_0,debug/q_a1_targ,debug/q1,debug/q_a1_targ_std,debug/backup_std,debug/logp_a2_std,debug/d_std,debug/a2_1,sampling_duration,debug/a_0_std,debug/actor_grad_norm,losses/loss_critic,debug/r,debug/a2_2,debug/a1_1_std,debug/critic_grad_norm,debug/a_1_std,memory_len,debug/a_0,lrs/actor_lr,lrs/critic_lr,debug/a1_0_std,debug/q2_std,return_test,debug/r_std,debug/q1_std
0.5834901726,44.0419214691,0.0,43.9998183122,-2.0216037202,0.3107351815,0,0.5845674141,17.4380569458,0.0831792616,0.5847638943,0.0541189543,0.1034765555,44.0127634412,0.5843101372,1.08227275,1772096009.103101,0.8966666667,0.0025239646,0.0555612656,256.0,5746.6160971,-2.0215547701,0.0243938312,-44.0330004056,226,8.46354e-05,0.7794276579,25.2571136951,8.8148014075,0.0043402135,43.9495773,43.9925014093,9.0350326315,9.0089197033,0.3108275213,0.0019150808,0.0221973383,0.0288673425,0.4108507749,0.0153752835,0.1699849244,0.4896110382,0.0823659489,0.5846103364,7.6361138135,0.2642316558,90303,0.7252314775,1e-05,5e-05,0.5864199799,9.0064434748,0,0.1578018934,8.9554364254
0.5868828958,43.3878863646,0.0,43.2718135744,-2.0317392218,0.2772352027,0,0.5855678101,17.4380569458,0.0026543853,0.5845685965,0.0564644631,0.1004770453,43.3426700883,0.5869690251,1.08227275,1772096009.1038039,0.8866666667,-0.0314495156,0.0505815353,256.0,5746.6175967,-2.0319821994,-0.012584568,-43.3629962615,227,7.16146e-05,0.774882459,26.2017269135,8.9318809976,-0.0322890425,43.2239725823,43.3116615967,9.1650331518,9.1353032207,0.2772522098,0.001620453,-0.0101229472,0.0299894365,0.4124664842,0.0152289151,0.1807777159,0.479984085,0.0027880599,0.5859894266,7.6047622395,0.2672039252,90303,0.7142435167,1e-05,5e-05,0.5846849291,9.1201909896,0,0.1571442365,9.0885409394
0.5869721985,41.8900407873,0.0,41.8778288734,-2.0354485687,0.2608285555,0,0.5858890092,17.4380569458,-0.0229173594,0.5872442214,0.0560315696,0.0974364661,41.8888877435,0.5863752327,1.08227275,1772096009.1043074,0.8333333333,0.0194514634,0.0554789745,256.0,5746.6175967,-2.0362847205,-0.0418922308,-41.9092456578,228,9.11458e-05,0.7695497255,25.686000824,7.90780311,0.0231242504,41.8247741138,41.8942780624,8.0916549422,8.0676936008,0.262224671,0.0018028994,-0.0431783829,0.0286254438,0.423535528,0.0151050319,0.1380140326,0.4711428265,-0.0226735622,0.5862190469,5.8230541401,0.2856671716,90303,0.6757799387,1e-05,5e-05,0.5861041717,8.0354703015,0,0.1463758116,8.0317417815
0.5868207616,42.7552627489,0.0,42.6859948824,-2.0377231916,0.2578396453,0,0.5877269602,17.4380569458,0.0133436984,0.5870209968,0.0539040836,0.0938835311,42.7386468464,0.5880211512,1.08227275,1772096009.1053076,0.8733333333,0.0236792142,0.0551332765,256.0,6005.3725278,-2.0377845915,0.014211797,-42.7590267713,229,0.0001041667,0.7732669636,25.1307017803,8.9666020682,0.0235725386,42.6402979029,42.7603949946,9.2309703188,9.199336206,0.2579795345,0.0023570226,0.0169470701,0.0290055219,0.4146778853,0.0143312681,0.2001350655,0.4719481615,0.0129041646,0.5882720403,9.0915118474,0.2711137208,90303,0.7016074631,1e-05,5e-05,0.5855336237,9.1652695039,0,0.1550672717,9.1545742722
0.5859617774,36.8333143816,0.0,36.8113517,-2.0341974707,0.2663587186,0,0.5869416755,4.5279211998,0.0274795353,0.5854143415,0.0539122025,0.0861148751,36.8455835566,0.586796992,1.08034675,1772096267.867463,0.7633333333,-0.0364728943,0.0510859581,1759.6666666667,6005.373528,-2.0339814766,0.0439352968,-36.8659338276,230,7.8125e-05,0.7495950598,24.9942603111,8.2500846889,-0.03616557,36.7638204305,36.8642348139,8.4894172836,8.4623199144,0.2667189039,0.0017677669,0.0481850687,0.028460544,0.4373302841,0.015359876,0.1809236808,0.415068062,0.0260090396,0.5863479855,8.1184678485,0.3088330905,93163,0.6126535441,1e-05,5e-05,0.5872060142,8.3885355691,0,0.1458456648,8.4507969805
0.5874478948,44.4081500149,0.0,44.2999182007,-2.032570227,0.2718139527,0,0.5863880191,11.8694486618,-0.0121976003,0.5843064161,0.052291127,0.1034294884,44.3757471133,0.5858425013,1.08012775,1772096267.8684666,0.9090950521,-0.063909516,0.0530270539,437.0,6005.3740278,-2.0330051227,0.000609703,-44.3960765594,231,9.11458e-05,0.7826656743,24.5259292126,9.7389108313,-0.0614195139,44.249016805,44.3715178432,10.0172243943,9.9809359693,0.2719119186,0.0020623947,0.0005814118,0.0285250322,0.4074836452,0.0144413961,0.2071149881,0.4935704111,-0.0121978132,0.585136084,8.7370559643,0.257632694,93163,0.7341907811,1e-05,5e-05,0.5847140453,9.9461595821,0,0.161997212,9.9164758913
0.5870972248,42.5816971138,0.0,42.5295034127,-2.0327529848,0.2786309074,0,0.5854660944,11.8694486618,-0.0395586152,0.5878430331,0.0533104706,0.101501483,42.5694891141,0.5875018493,1.08012775,1772096267.8689663,0.8766666667,0.0075090646,0.0482869109,437.0,6005.3745283,-2.0314718759,-0.0404222281,-42.5898141379,232,9.11458e-05,0.7733639222,24.6642754078,9.6276044702,0.0085168543,42.4793471438,42.5802058583,9.9288015097,9.8907057813,0.2777686152,0.0019758963,-0.0410554849,0.0280054919,0.4127595852,0.0145383429,0.2003042916,0.4747541341,-0.0423013793,0.5857765981,7.7682174658,0.26742804,93163,0.7003244061,1e-05,5e-05,0.5883259894,9.8157855255,0,0.1587036503,9.8199438688
0.586870994,39.8865005661,0.0,39.7889466802,-2.0347274192,0.2643912856,0,0.5860945119,11.8694486618,-0.0234596121,0.5861341713,0.0554756467,0.0910238024,39.8644220981,0.5859879253,1.08012775,1772096267.8699665,0.8233333333,0.0426726325,0.0618886076,437.0,6005.375028,-2.0349409811,0.0215470359,-39.8847731591,233,5.85938e-05,0.7625436292,25.5330162048,9.0737712421,0.0408232557,39.7451328696,39.8641945841,9.3221436483,9.2872285588,0.2646732481,0.0013258252,0.0199194608,0.0287510324,0.4254278864,0.0155022488,0.2367215229,0.441136493,-0.0218163168,0.586007961,9.9870925116,0.2891511329,93163,0.665310656,1e-05,5e-05,0.585631717,9.2679041867,0,0.154545527,9.2627171187
0.5832172728,43.0343886078,0.0,42.9975055275,-2.0216193112,0.3045411712,0,0.5847387584,-4.6359496117,-0.0813179198,0.5854833174,0.0580180176,0.0952342131,43.0401296693,0.5829089469,1.078776,1772096267.8699665,0.8866666667,0.0057783129,0.0502575276,1239.3333333333,6005.3755281,-2.0238222361,-0.0526752265,-43.0603582373,234,5.20833e-05,0.7765978156,26.4302928448,9.842839725,0.0087809972,42.9466270585,43.0396934345,10.1763845329,10.1320597531,0.3051932484,0.0011785113,-0.0533208795,0.0291612196,0.4124485009,0.0152441228,0.2197849553,0.4802346326,-0.0780843682,0.5841702251,9.5114074842,0.2645717793,95198,0.7179970258,1e-05,5e-05,0.5869886265,10.0477955321,0,0.1567979151,10.0477395386
0.5858719339,38.5868091594,0.0,38.5327559094,-2.0308543392,0.2792839818,0,0.5861572945,14.8501415253,-0.0564870722,0.5863626442,0.0535523947,0.0929694161,38.572836475,0.5857018344,1.0784645,1772096267.8704662,0.8,0.0262495815,0.0557369545,298.0,6005.3760277,-2.0313658988,-0.0089374186,-38.5931516213,235,5.85938e-05,0.7550951958,24.9212260246,9.0666902873,0.026860601,38.4839906655,38.564667169,9.3726769977,9.3338172915,0.2795060441,0.0013258252,-0.0080708611,0.0286141753,0.4295526955,0.0145015076,0.2149041616,0.4334795953,-0.0539991407,0.5875967443,8.2209311342,0.2993207951,95472,0.6427669954,1e-05,5e-05,0.5864616986,9.2832296154,0,0.1519375541,9.2563777607
0.5866817653,39.4574371773,0.0,39.3752307831,-2.0373579288,0.2551950005,0,0.5881608083,15.9077444077,-0.0422176621,0.5882428062,0.0532278705,0.0944176528,39.4323594694,0.5862178349,1.078396,1772096267.8709664,0.8266666667,-0.0135358532,0.0524877619,273.0,6005.3760277,-2.0388274439,0.0070270704,-39.4527472681,236,9.11458e-05,0.7622897567,24.7290158272,9.6228445239,-0.0132032514,39.3246601269,39.4284259915,9.9070396436,9.8649371941,0.257098918,0.0019758963,0.0068310912,0.0283945608,0.4249419002,0.0138158598,0.22051389,0.4436151888,-0.0396686591,0.5881196334,9.5816056118,0.2863086163,95472,0.6636024468,1e-05,5e-05,0.5888763344,9.8535682068,0,0.1548134587,9.8336814872
0.5875582655,41.9221934807,0.0,41.8729992452,-2.040541141,0.2506052811,0,0.587856981,15.9077444077,-0.0187561155,0.5862300611,0.0562123672,0.0973240726,41.9051963111,0.5882616494,1.078396,1772096267.871466,0.8666666667,0.0064559221,0.054234103,273.0,6005.3765278,-2.039238174,-0.0138986048,-41.9256023583,237,9.76562e-05,0.7721744615,26.15077281,9.9753140534,0.0051199234,41.8204805043,41.9080087142,10.3061891312,10.2574647093,0.251806275,0.0022097087,-0.0125058915,0.0300706704,0.4174126989,0.0145360602,0.2065494588,0.4704986827,-0.0219052195,0.5878812158,7.320447103,0.2717074134,95472,0.6982943372,1e-05,5e-05,0.5875160942,10.2088523266,0,0.154442735,10.1887174833
0.5889888893,39.4862331182,0.0,39.4717466425,-2.0363289436,0.2624972121,0,0.5884652249,18.4310474396,0.0143657685,0.5854647775,0.0568605216,0.0928958086,39.4953846993,0.5890279641,1.077977,1772096267.8719661,0.8233333333,0.0507722208,0.0521362166,740.3333333333,6005.3765278,-2.0356340814,-0.0019878361,-39.515748607,238,0.0001106771,0.762836558,26.1590886116,9.9120650615,0.048341481,39.4217758278,39.5171993614,10.2425336188,10.1971752689,0.2592153514,0.0025043365,0.0014374572,0.0293464621,0.4244031732,0.0146349718,0.2427951404,0.4439303819,0.0120465582,0.5889390975,8.8898534173,0.2887158212,97148,0.6587456148,1e-05,5e-05,0.5855254718,10.1629888339,0,0.1537145536,10.1204228659
0.5876275406,39.7988084206,0.0,39.7531307106,-2.0234971484,0.3049661338,0,0.5838789509,18.5935668945,-0.0131224331,0.5846489292,0.0546123123,0.0931039304,39.7987021654,0.5874042636,1.077005,1772096267.8719661,0.82,0.0438217246,0.0606596126,736.3333333333,6262.6745386,-2.022561603,-0.078015752,-39.8189284795,239,5.20833e-05,0.7626270326,25.5195891857,9.8227569449,0.0395200046,39.7042898001,39.8304219459,10.1415864632,10.0935801431,0.3047637552,0.0011785113,-0.0789388184,0.0295524216,0.4238701578,0.0156988377,0.214207281,0.4457714265,-0.0108729289,0.5835648811,7.5536931341,0.285871563,97416,0.6639682277,1e-05,5e-05,0.5840009387,9.9924453997,0,0.1531152482,10.0601069208
0.5864785993,38.6283406063,0.0,38.5861459019,-2.0252738305,0.3015634253,0,0.5872298942,20.1828842163,-0.0548329493,0.5864635974,0.0545775406,0.0948659229,38.6028760075,0.586707684,1.0767835,1772096525.176167,0.82,0.0131944482,0.0528059002,205.0,6262.6750387,-2.0247824359,-0.0313754094,-38.6231173017,240,6.51042e-05,0.7611746607,25.0419943333,10.3170285193,0.014766744,38.5273793646,38.5916463139,10.6828897864,10.6302578392,0.3035978612,0.0013866407,-0.0357872207,0.0280527767,0.4251205123,0.0151798678,0.2911182655,0.4438444817,-0.0567734866,0.5863886023,9.3146967717,0.2909645625,97622,0.6616172368,1e-05,5e-05,0.5861944707,10.5897813245,0,0.1539998555,10.5761957943
0.587512416,40.4682575883,0.0,40.3982422288,-2.0244577316,0.3048923632,0,0.5838555336,9.763250351,0.006619828,0.5870069339,0.0542664862,0.0963899927,40.4366230596,0.5865295176,1.0764755,1772096525.176667,0.85,0.0336780642,0.0474295718,478.3333333333,6262.6755388,-2.0233392457,0.0771274799,-40.4568682158,241,6.51042e-05,0.7675197951,25.0984270573,10.7337810252,0.0350573946,40.3412726296,40.4161120067,11.0814527849,11.02554451,0.3048558431,0.0014731391,0.0804592308,0.0285429891,0.4178971966,0.0151405084,0.2522181375,0.4602185473,0.0064446257,0.584296339,8.2284529935,0.2779060769,98238,0.690733063,1e-05,5e-05,0.5868125365,10.9752116328,0,0.1562867382,10.9534434265
0.5860809956,43.1836148354,0.0,43.1556606533,-2.026096255,0.2986024023,0,0.5847949402,15.2896680832,-0.0462540479,0.5844668287,0.0531538002,0.0979205568,43.1708852516,0.585244958,1.07587675,1772096525.1771672,0.8833333333,0.0529582376,0.0519026076,235.6666666667,6262.6760386,-2.026915942,0.0417235034,-43.1911350002,242,8.46354e-05,0.7794350288,24.6362712383,10.7089403486,0.0484212318,43.0947817924,43.17440457,11.010624682,10.9499592135,0.2941913087,0.0019150808,0.0462833244,0.0281222788,0.4137242075,0.015231778,0.2028264207,0.4915848739,-0.0448790187,0.5866451222,6.2697439586,0.263684222,98991,0.7135928994,1e-05,5e-05,0.585449658,10.8898289982,0,0.1530785096,10.8963870446
0.5877177127,40.2058174861,0.0,40.1649620457,-2.0356785929,0.2625768506,0,0.5881379565,18.3668193817,0.0085264746,0.5871063191,0.0522393306,0.1006123702,40.2246991178,0.5891598233,1.07575675,1772096525.1776671,0.88,0.0251810952,0.0608272465,239.0,6262.6760386,-2.0372723711,0.0149280065,-40.2450489538,243,0.0001041667,0.7663900481,24.4348566532,11.8420537685,0.0244570144,40.1064802709,40.2667346884,12.2483280293,12.1819889851,0.2660348189,0.0021840257,0.0143932229,0.0283632135,0.4123076142,0.0145919962,0.3016646274,0.4592453165,0.0108234013,0.5869226344,10.948470535,0.2679631477,98991,0.7132771239,1e-05,5e-05,0.5860959512,12.1390157696,0,0.1634298649,12.160853991
0.5872891641,36.6642007973,0.0,36.6416227461,-2.0299782809,0.2819574657,0,0.5882426568,-11.1106719971,-0.0009493429,0.5875144446,0.0533652012,0.0982628962,36.689554419,0.5871548527,1.075279,1772096525.1781669,0.8166666667,0.0334928161,0.0599035581,636.0,6262.6765387,-2.0321341586,-0.0223331213,-36.7098542487,244,0.0001367188,0.7518210944,24.7744722366,11.215332719,0.0341683579,36.5785168272,36.7375352114,11.6198219008,11.5571723445,0.2854314855,0.0028340968,-0.0209758682,0.0283041795,0.4237751366,0.0145548868,0.2931632285,0.428486334,0.0015921178,0.5881503999,10.3619890135,0.2937256459,99628,0.6634904871,1e-05,5e-05,0.5865157531,11.4780496983,0,0.1574807139,11.5402886787
0.5866647681,41.2701281398,0.0,41.2638719897,-2.0310627254,0.2786653688,0,0.5881484207,2.3531112671,0.0277304888,0.5853080408,0.0523266729,0.0990030206,41.2850274291,0.5875919545,1.075071,1772096525.1781669,0.8633333333,0.0525844262,0.0516037313,488.6666666667,6262.6770387,-2.03158969,-0.0150379069,-41.3053456579,245,0.0001041667,0.7740800389,24.4977192879,11.3145287909,0.0530762904,41.1983491695,41.3125501294,11.6603654427,11.5923281968,0.2776390338,0.0021840257,-0.0162455129,0.0284462825,0.4170117837,0.0136521514,0.2320454501,0.4771939162,0.0268735926,0.588870766,8.0350432802,0.2741984432,100044,0.6958920301,1e-05,5e-05,0.5850186445,11.5464692416,0,0.154020729,11.562581478
0.5844364842,36.7269065858,0.0,36.6846338421,-2.0251163689,0.3000721175,0,0.5855277538,9.0850028992,0.0356785019,0.5860462228,0.0544898065,0.0940421168,36.7189197343,0.5864102163,1.074967,1772096525.178667,0.7866666667,-0.0285638191,0.0484684258,415.0,6262.6775399,-2.0256032062,0.06997402,-36.7391690924,246,9.76562e-05,0.7526058739,25.4234910011,10.9072676573,-0.0290964384,36.6230278844,36.7187523366,11.2564707905,11.1932823757,0.3005032801,0.0021232102,0.0672745109,0.0293688377,0.4294087003,0.0150744147,0.2565616206,0.427495143,0.0341697157,0.5851754042,9.1304550066,0.3015878817,100044,0.6355112678,1e-05,5e-05,0.5857060422,11.1435036474,0,0.1518677779,11.1399616629
0.584782203,38.9795145609,0.0,38.9283476439,-2.0242781266,0.3047277921,0,0.5863776354,9.0850028992,0.0587776267,0.586304418,0.0551249162,0.0961988435,38.9577623956,0.5858063529,1.074967,1772096525.179167,0.84,-0.0167155636,0.0602721072,415.0,6262.6785402,-2.0236328518,0.0137815248,-38.9780050005,247,0.0001106771,0.7627413795,25.5554418564,11.6855884225,-0.0194091473,38.8672182003,38.9498748884,12.0196156054,11.9491095206,0.3035258086,0.002417838,0.0139485905,0.0291171145,0.4196159394,0.0148494171,0.2552748657,0.4494592428,0.0618457437,0.5860480565,8.7733045865,0.2840376998,100044,0.6808448714,1e-05,5e-05,0.5857589298,11.9560231569,0,0.1573354311,11.921689329
0.5867355343,41.2699326541,0.0,41.2197621805,-2.0336107826,0.2694901059,0,0.5880517699,10.8126735687,-0.0050727814,0.5871918458,0.0570604642,0.09824904,41.2694057207,0.5857686005,1.07451,1772096525.1801682,0.8833333333,0.0145878985,0.0530619716,885.6666666667,6262.6790387,-2.0341128314,0.0171896295,-41.2897436202,248,9.11458e-05,0.7761394596,25.9940800667,12.0894029458,0.0116146714,41.1552991309,41.3016761863,12.4696058865,12.3915500323,0.2726837379,0.0019758963,0.0149925095,0.0286381531,0.4142717889,0.0143464503,0.2570414574,0.4757216955,-0.0058347525,0.5861054105,9.0250940386,0.2615694128,101872,0.7081854749,1e-05,5e-05,0.5865976737,12.3331818777,0,0.1565298006,12.3355422221
0.5874389968,39.6714703729,0.0,39.5759790376,-2.0353341838,0.2726390921,0,0.5873705363,14.2680130005,-0.002740584,0.5873890324,0.055770611,0.1022298545,39.6740081931,0.5882700551,1.073596,1772096525.1806686,0.88,0.0067902589,0.0496394421,1827.0,6519.6576761,-2.0329316767,-0.0096025815,-39.6943492073,249,9.11458e-05,0.7673175347,26.0968048573,12.9443970861,0.0085080815,39.5094402837,39.6872887565,13.3847170967,13.3030660018,0.2718663191,0.0019758963,-0.0086207864,0.0303884967,0.4123961432,0.0146241964,0.3164219186,0.4613035624,-0.0022253872,0.5870520737,11.7013273507,0.2675401707,101872,0.7108069038,1e-05,5e-05,0.5874586628,13.2547732617,0,0.1647256,13.2464447282
0.5876546935,40.6254060783,0.0,40.5405448069,-2.0245714613,0.3069107668,0,0.5870059476,-4.1097950935,-0.0120569016,0.5866919124,0.0547547626,0.0991904057,40.5878814767,0.5864139094,1.0730775,1772096782.166486,0.9066666667,0.0651604445,0.0511327972,488.3333333333,6519.6586792,-2.023104523,-0.0451153638,-40.6081196665,250,8.46354e-05,0.7743538336,25.5885965824,13.3554716653,0.0697506582,40.4689987061,40.5778054949,13.8025451767,13.7158201508,0.3062389629,0.0019150808,-0.0423184712,0.0296564619,0.406761885,0.0143241184,0.3030418254,0.475951717,-0.0129740484,0.5873225327,9.2286042341,0.2590017964,102734,0.7252196385,1e-05,5e-05,0.5861443754,13.6557714581,0,0.1641920656,13.6687833168
0.5873724681,36.9423302359,0.0,36.9068278281,-2.0282134406,0.2907987952,0,0.5868901265,16.2104358673,-0.0181015584,0.587911464,0.053128492,0.0970650616,36.9421823144,0.5874663236,1.0728285,1772096782.166486,0.8366666667,0.0196075399,0.0646002238,245.6666666667,6519.6591824,-2.0284155595,0.0025166617,-36.9624715849,251,7.8125e-05,0.7591585827,24.8258829117,12.623012336,0.0206831824,36.843753555,36.9779640397,13.0417979119,12.9603305805,0.2878743801,0.0017677669,0.0040964989,0.0286761276,0.4229398503,0.0145661064,0.2990935596,0.4312339537,-0.0153893471,0.5859860301,10.4270053642,0.2785572096,102976,0.6787927784,1e-05,5e-05,0.5891424259,12.9019806436,0,0.1614569902,12.9198264659
0.5877035252,37.1365943942,0.0,37.0875539413,-2.0225015068,0.3017832774,0,0.5871290074,18.0029907227,0.0253393591,0.5848893028,0.0533582743,0.0932423367,37.1243812128,0.5870621757,1.072768,1772096782.1674893,0.8233333333,-0.0749211847,0.048599788,241.0,6519.6601819,-2.0251959654,0.021213646,-37.1446197719,252,8.46354e-05,0.758196318,24.8723330498,12.4256952458,-0.0720503136,37.0239998565,37.1309081025,12.8341389919,12.7524594982,0.3027132796,0.0019150808,0.0198929639,0.028628695,0.4241463502,0.0150037939,0.296754721,0.4334686679,0.0264747668,0.588083029,10.6810296802,0.2911591723,102976,0.6651402593,1e-05,5e-05,0.585578234,12.6918204266,0,0.1583454508,12.7134444978
0.5871874181,34.681491178,0.0,34.6765260918,-2.027791061,0.2930569232,0,0.5872102704,18.0029907227,0.047184314,0.5883438297,0.0534383734,0.0831527277,34.6904265071,0.5868459235,1.072768,1772096782.1684923,0.7466666667,0.0005369528,0.0504452075,241.0,6519.6606834,-2.0283319863,0.0219081845,-34.7107139638,253,9.76562e-05,0.7483627297,24.871576786,11.2812142881,-0.0004426442,34.611577986,34.7190162781,11.6125895027,11.5359245411,0.2947757878,0.0022097087,0.0238903241,0.0284152301,0.4392902711,0.0158916689,0.2453529204,0.4106829838,0.0458051755,0.5876478495,7.8795633362,0.3124688618,102976,0.6065516456,1e-05,5e-05,0.588595435,11.4906227544,0,0.1427748028,11.4862279665
0.5857450183,37.7323530216,0.0,37.707053397,-2.0279585497,0.2948755602,0,0.5851231762,27.2974357605,-0.0312917005,0.5874700413,0.0541650065,0.0963666351,37.7534678347,0.5862317846,1.072364,1772096782.168992,0.82,-0.0400487569,0.0603136914,699.0,6519.6611827,-2.026893156,0.0501339084,-37.7737314663,254,6.51042e-05,0.7590247645,25.3195648193,12.4309108574,-0.0426723747,37.6369997052,37.7869723881,12.8344516585,12.7437859167,0.2943803123,0.0014731391,0.0543142769,0.0292979733,0.4260561183,0.0146964421,0.2715263388,0.4461590241,-0.0292666894,0.5862537535,9.3806292079,0.2928899854,104592,0.6627353189,1e-05,5e-05,0.58641722,12.6635626616,0,0.1509679965,12.6769032869
0.587169767,38.0103965623,0.0,37.9117379635,-2.022377489,0.3038757893,0,0.58644093,45.8863258362,0.0341564332,0.5862183247,0.0533774296,0.0959376181,37.9589110245,0.5866214015,1.071556,1772096782.1694934,0.8366666667,-0.0636587717,0.0472133592,1615.0,6519.6616822,-2.0238590991,-0.0213526407,-37.9791488453,255,8.46354e-05,0.7639651682,24.8945086002,13.0607594376,-0.0609583724,37.8420480137,37.9262948715,13.477872084,13.3849366493,0.3026692955,0.001742084,-0.0193618717,0.0287392569,0.4213840205,0.0153529384,0.2945025002,0.4477618657,0.0319660247,0.5851215112,10.2434833538,0.2854959934,104592,0.6769817752,1e-05,5e-05,0.5872308218,13.3235996908,0,0.1562210144,13.3090553412
0.5878653866,34.5060756923,0.0,34.4528809497,-2.0329094545,0.277726743,0,0.5871823152,45.8863258362,0.0159166212,0.5877856531,0.0545070362,0.0916614532,34.4898078458,0.588185788,1.071556,1772096782.1699927,0.7566666667,-0.0284043112,0.057900015,1615.0,6519.6621841,-2.0331930991,-0.0018846179,-34.5101384024,256,4.55729e-05,0.7476637739,25.5051119328,11.8978693166,-0.0259727449,34.3846573559,34.4952634168,12.2881152333,12.2010920909,0.2746357112,0.0010311974,0.0007568082,0.0296289587,0.4379510606,0.0143746592,0.2623325229,0.4118487547,0.0161918733,0.5880899032,8.8430881578,0.3116318276,104592,0.617514334,1e-05,5e-05,0.5875557395,12.1395408536,0,0.147782438,12.1093264448
0.5866641527,39.3500619738,0.0,39.2854129873,-2.0300075225,0.287399241,0,0.5870130656,29.6681537628,0.0406844751,0.586571512,0.0533682839,0.0987356708,39.3553937158,0.5862521038,1.070867,1772096782.1704924,0.8633333333,-0.0218372291,0.0547506049,1456.3333333333,6519.6626823,-2.0300523933,0.0108341391,-39.3756860585,257,5.85938e-05,0.7695430607,25.1385667324,13.6284922879,-0.0208950958,39.2092862969,39.3788308843,14.0715669985,13.96971051,0.2862388174,0.0012393268,0.0094331824,0.0295094124,0.4156187019,0.014497616,0.318825546,0.4679367779,0.0429365057,0.5863181585,12.2813771046,0.2769152931,105970,0.7000737367,1e-05,5e-05,0.5869225609,13.8905573022,0,0.1572841908,13.9150177213
0.5881437671,41.781235487,0.0,41.7547435965,-2.0216558599,0.3125682285,0,0.5870815208,11.3420696259,-0.0157927217,0.5829297556,0.0540094463,0.0989750656,41.7819673434,0.5880215784,1.07035275,1772096782.1709943,0.8933333333,-0.0833820708,0.0524329478,1144.0,6519.6631821,-2.0229830698,0.0099624609,-41.8021896992,258,9.76562e-05,0.7820011622,25.1929357052,14.3146485601,-0.0823700213,41.6796568809,41.7788717417,14.733186026,14.6208329805,0.3138978417,0.0021232102,0.0120768228,0.0290595889,0.4118093903,0.0146644061,0.2751900292,0.4913407385,-0.0186396651,0.5892938902,8.536409247,0.2611138522,106649,0.7207466573,1e-05,5e-05,0.5826736464,14.573289265,0,0.1550464961,14.5487808855
0.5871833565,39.3973867562,0.0,39.3281760384,-2.0324261363,0.2757989523,0,0.5865455025,0.489343673,0.0081267934,0.5874775805,0.0520399563,0.1015842162,39.380328344,0.587629661,1.06978225,1772096782.1714926,0.8766666667,-0.0169139568,0.0507343368,533.3333333333,6781.5793902,-2.0325504037,0.0323474964,-39.4006579486,259,9.76562e-05,0.7721351004,24.5890471935,14.5908452358,-0.0165982625,39.2477370735,39.3921573113,15.0479403653,14.9344702482,0.2731587815,0.0020367118,0.0307898927,0.0290473,0.4138622055,0.0140124896,0.3078248873,0.472479544,0.0107165018,0.5875061548,10.3850340341,0.2671094242,107111,0.710428712,1e-05,5e-05,0.5873867848,14.8680365322,0,0.1578594671,14.8492110366
0.5878754991,35.709080611,0.0,35.7056306463,-2.030366286,0.2886759965,0,0.5881501057,17.0461616516,0.0151796664,0.5880914317,0.0554224499,0.0922870773,35.7268321349,0.5887390323,1.0693755,1772097044.0943835,0.7924283854,-0.047513702,0.0565994686,298.6666666667,6781.5798897,-2.0289083719,0.0305702792,-35.7471147148,260,9.11458e-05,0.755082886,25.7546663284,13.1932044451,-0.0480556102,35.6288120232,35.7640778968,13.6331494548,13.5318879257,0.2890379621,0.0020623947,0.028599955,0.0295545522,0.4304120835,0.014524141,0.3104805336,0.4330506032,0.0140043623,0.5886648703,11.5103233217,0.2997318736,107744,0.6357750846,1e-05,5e-05,0.5864179655,13.4518012691,0,0.149863617,13.4154307679
0.5864179301,37.9824437288,0.0,37.95796744,-2.0266242838,0.2998166461,0,0.5886865888,13.9076890945,0.0368759085,0.5876466393,0.0588761751,0.0945903682,37.9713703167,0.5859934936,1.069045,1772097044.0948873,0.8533333333,-0.036995915,0.0517083796,317.3333333333,6781.5803921,-2.0251518865,0.0123261478,-37.9916289021,261,7.16146e-05,0.7668439432,27.1732940674,14.5745503033,-0.0392641168,37.8775103556,37.9780770906,15.0683902289,14.9521260086,0.2992343117,0.0015339546,0.0126510189,0.0304817144,0.4170736831,0.0154644235,0.325982445,0.4588742365,0.0377787146,0.5874206992,10.387436466,0.2770175444,108038,0.6933720181,1e-05,5e-05,0.5871095786,14.8692607867,0,0.1555003618,14.8634219435
