debug/a1_2_std,debug/a1_0,debug/q2,debug/a1_1,lrs/critic_lr,debug/q2_std,debug/a_0_std,debug/r_std,training_step_duration,memory_len,debug/a_2_std,debug/a2_1,return_train,_timestamp,debug/q1_std,debug/r,lrs/actor_lr,debug/backup,bc/bc_lambda,debug/q1,losses/loss_critic,debug/critic_grad_norm,episode_length_train,debug/a2_2_std,round_time,debug/q_a1_std,losses/loss_actor,debug/q_a1_targ_std,debug/backup_std,debug/a_2,debug/a_1,_runtime,debug/logp_a2,debug/log_pi_std,debug/demo_fraction_in_batch,_step,debug/a1_1_std,debug/a_1_std,idle_time,episode_length_test,debug/actor_grad_norm,debug/q_a1_targ,debug/q_a1,debug/d,debug/a2_1_std,debug/a1_0_std,debug/a2_0,return_test,debug/a2_0_std,debug/a2_2,debug/logp_a2_std,debug/log_pi,debug/d_std,debug/a_0,sampling_duration,debug/a1_2
0.0669956867,0.027882142,2.0185262076,-0.0952265588,2e-05,1.4224321191,0.5143570608,0.0515997764,0.4667574835,2715,0.4999161273,-0.0946212083,1.8117552996,1772711654.7240145,1.3944387134,0.05716042,5e-06,2.0608511615,0.0499472557,2.1233132211,0.016648307,0.6727251248,210.0,0.0678525507,70.4326400757,1.4236429119,-2.0924593989,1.2722983011,1.4526691262,0.4889626849,0.0495940429,1529.1627363,-1.3771819846,0.4407337465,0.0,10,0.5833258605,0.6087343383,0.0,0,0.0696208967,1.8248543175,2.0786767149,0.0014800348,0.5819207927,0.5867914848,0.0280881348,0,0.5872580159,0.0047960071,0.4445815889,-1.3762285312,0.0354145438,0.5558103279,0.0026594448,0.0046571182
0.0661538836,0.0274644847,2.2137789949,-0.0904407172,2e-05,1.5713635095,0.5143373994,0.0515506815,0.4709657415,2715,0.4998599454,-0.0955017575,1.8117552996,1772711654.7245147,1.4974603438,0.0559211249,5e-06,2.1891288368,0.0499422324,2.2777431234,0.0148812021,0.8505903879,210.0,0.0639360552,71.0310435295,1.5527627627,-2.2735656889,1.3819597689,1.5577659527,0.4883116448,0.0526091344,1529.1632366,-1.3750348083,0.4417273925,0.0,11,0.5833044346,0.6092878004,0.0,0,0.0583374714,1.9634664027,2.2598072314,0.0016319445,0.5828835313,0.5867452542,0.0300010123,0,0.5870148063,0.0042838543,0.4311753539,-1.3790421033,0.0376584129,0.5557243987,0.0024174786,0.0045876737
0.0612033949,0.022087412,2.3546188887,-0.0890953141,2e-05,1.6735438601,0.5137300303,0.0518544056,0.4736703555,2715,0.499934603,-0.0887397766,1.8117552996,1772711654.725015,1.6022715847,0.0565224777,5e-06,2.3476433714,0.0499372092,2.4320830607,0.0179537882,1.0434899954,210.0,0.058904876,71.4320721626,1.6663762156,-2.4280013291,1.5025914327,1.6772657355,0.4897699785,0.0497583868,1529.1641391,-1.3739129663,0.4199316885,0.0,12,0.5829350853,0.6089047027,0.0,0,0.0613094894,2.1226436472,2.414255681,0.0015190973,0.58351379,0.586647168,0.0228125666,0,0.5868192271,0.003654514,0.4103884119,-1.3759815709,0.0359051431,0.5554155513,0.0024369335,0.0039062501
0.0574512781,0.0150781175,2.5240231458,-0.0888365503,2e-05,1.7563671064,0.5138906334,0.0513133641,0.6361558072,2715,0.4999260809,-0.0873643008,1.8117552996,1772711654.7264223,1.7175421953,0.0566750815,5e-06,2.5192469041,0.0499321859,2.5889710871,0.0168419686,0.7972172682,210.0,0.0589343863,96.0283691883,1.7541061505,-2.5754353126,1.6038016136,1.7729672583,0.48934463,0.0508365213,1529.1651379,-1.3749453934,0.4087714489,0.0,13,0.5837358916,0.6098272308,0.0,0,0.0606230011,2.2979472057,2.5616953595,0.0015321181,0.584462051,0.5883139499,0.0185485066,0,0.5890928531,0.0036284723,0.4150666481,-1.374448123,0.0359752364,0.5572323708,0.0029931879,0.0034895834
0.0508824074,0.0164379315,2.7376962852,-0.0874556801,2e-05,1.8929475371,0.5143574172,0.051507068,0.4871602472,2715,0.4999207817,-0.0850080826,1.8117552996,1772711654.7269163,1.8278354955,0.0573732214,5e-06,2.6805621306,0.0499271626,2.7363327074,0.0199246227,1.2478799002,210.0,0.0525150529,74.2607278824,1.8728662062,-2.7558789269,1.7179132827,1.8863593014,0.4898220609,0.0503769998,1529.1656415,-1.3735350712,0.3845164213,0.0,14,0.5835729627,0.610091213,0.0,0,0.0586492506,2.460052352,2.7421413167,0.0015321181,0.5847053858,0.5866844344,0.0176225341,0,0.5875309583,0.002999132,0.3913202638,-1.3719769677,0.0363697896,0.5573662225,0.0077603753,0.0027994792
0.0499774964,0.0117199042,2.7375479047,-0.0803980387,2e-05,1.9323540775,0.5153767139,0.0517457626,0.4738571342,2715,0.4999029042,-0.0806222334,1.8117552996,1772711654.7279255,1.9351160081,0.0570412489,5e-06,2.8053468132,0.0499221394,2.8736597236,0.0215223259,1.4957860122,210.0,0.0480896392,71.4747393131,1.9576475207,-2.8319066318,1.8283239778,1.9955953431,0.4890191092,0.0492978569,1529.1661471,-1.3717577998,0.3807086548,0.0,15,0.5840519754,0.6101060987,0.0,0,0.0582786712,2.589780972,2.818191239,0.0015451389,0.5847504938,0.587924825,0.0114794423,0,0.587260203,0.0024956598,0.3719571997,-1.3732348887,0.0372459227,0.5531275948,0.0025167688,0.0027083334
0.0469066325,0.0057450543,2.9772340806,-0.0783603123,2e-05,2.1157092667,0.512967665,0.0513001042,0.4606508732,2715,0.4999197507,-0.0784106821,1.8117552996,1772711654.7279255,2.0412764327,0.0575848796,5e-06,2.9586293999,0.0499171161,3.0464565134,0.0210842617,1.3272617435,210.0,0.0457703826,69.4860975742,2.0978331526,-3.0347593292,1.9285531338,2.0928034083,0.4899956723,0.0499816364,1529.1673502,-1.3719830465,0.369614139,0.0,16,0.5845490062,0.6099365799,0.0,0,0.055284767,2.7444242899,3.0210582129,0.001436632,0.5839750151,0.5883332189,0.0059828006,0,0.5871037479,0.0023003473,0.3644833586,-1.3712757079,0.0348041887,0.5584262522,0.0024654945,0.0024348959
0.0405209962,0.0054999337,3.0878154055,-0.0819092721,2e-05,2.2200049726,0.5136351856,0.0513908277,0.4683519284,2715,0.4999547939,-0.0811356025,1.8117552996,1772711654.7291286,2.1377893996,0.0568071917,5e-06,3.0680596161,0.0499120928,3.191270903,0.0255258131,1.4534521567,210.0,0.042429928,70.6640167236,2.2049684421,-3.1522403049,2.0388390533,2.1981317973,0.4899435878,0.0487026761,1529.1678568,-1.3685288612,0.3477478019,0.0,17,0.5838456086,0.6093138123,0.0,0,0.0509499609,2.8611599954,3.1385480642,0.0015407986,0.5835274684,0.5882816402,0.0040859017,0,0.5891129843,0.0019661459,0.3535553014,-1.3681498432,0.0358641976,0.5557281915,0.0026512035,0.0018619792
0.0403448638,0.0057816789,3.0863652738,-0.0790934876,2e-05,2.2243201208,0.5112940836,0.0508503794,0.4711569802,2715,0.4998247484,-0.0783957857,1.8117552996,1772711654.7301345,2.2509089947,0.0558821291,5e-06,3.1563029671,0.0499070696,3.282709163,0.0239499957,1.3548819419,210.0,0.039698397,71.070233345,2.2700190536,-3.1920864725,2.1410909645,2.2980461637,0.48668404,0.0528141616,1529.1688557,-1.3685073543,0.347172945,0.0,18,0.5845456386,0.6105038309,0.0,0,0.0513288591,2.9563968945,3.1784084638,0.0016840278,0.5839905457,0.5872364338,0.0057802334,0,0.5864989328,0.0018098959,0.3457687771,-1.3683246207,0.0375515332,0.5592419112,0.0025111453,0.0018576389
0.0357397513,0.0014163436,3.3034317207,-0.0736783059,2e-05,2.3933602603,0.5132846709,0.0517451942,0.4723968363,2715,0.4999042348,-0.0710856254,1.8117552996,1772711654.7306345,2.3519975813,0.0568206087,5e-06,3.2952563636,0.0499020463,3.4176396894,0.0274174322,1.5463707769,210.0,0.0372344063,71.2895579338,2.407166551,-3.3792441432,2.2456810292,2.4011409028,0.4902864685,0.0493012931,1529.169357,-1.3693588257,0.3276629344,0.0,19,0.5845809579,0.6090044558,0.0,0,0.0514298728,3.0937987455,3.3655713097,0.0014973959,0.5839037601,0.5867576683,0.0008269127,0,0.587614555,0.0016276042,0.3337678217,-1.3681099296,0.0360325281,0.5554695292,0.0024320348,0.0015407986
0.0338858429,0.0119942111,3.4470883369,-0.0625745307,2e-05,2.5342527676,0.5151835499,0.0513719566,0.467219882,2715,0.4998942677,-0.0619325411,1.8117552996,1772712479.2814608,2.4587560781,0.0565807489,5e-06,3.3946346617,0.049897023,3.5162131421,0.0295829776,1.7281148047,210.0,0.0347428063,70.4762551785,2.5355053806,-3.5017137861,2.3578464794,2.5098464441,0.4886935878,0.0524502534,2353.6815925,-1.3703797785,0.3166635857,0.0,20,0.5849447819,0.6106813129,0.0,0,0.0509522716,3.1974874544,3.4880224323,0.0016623264,0.5852349516,0.5878008568,0.0104192771,0,0.5866175135,0.0014583334,0.3198847217,-1.3691229518,0.038008118,0.5549663007,0.0024983835,0.0014192709
