lrs/actor_lr,debug/a2_1_std,debug/q_a1,round_time,debug/a_0,debug/actor_grad_norm,sampling_duration,debug/q1_std,debug/q_a1_std,debug/backup,debug/log_pi_std,debug/a1_2_std,_step,debug/a2_2,debug/a1_0_std,debug/q1,debug/logp_a2,debug/d_std,debug/a_1_std,debug/a2_2_std,debug/log_pi,lrs/critic_lr,debug/d,debug/a_1,debug/a2_1,debug/q_a1_targ,debug/a1_1_std,debug/a_0_std,training_step_duration,debug/a_2_std,debug/a2_0,debug/r_std,losses/loss_critic,memory_len,debug/a1_2,debug/backup_std,debug/demo_fraction_in_batch,debug/q2_std,debug/a2_0_std,debug/q_a1_targ_std,_timestamp,debug/r,episode_length_test,losses/loss_actor,idle_time,return_train,debug/logp_a2_std,debug/a_2,debug/a1_0,episode_length_train,debug/q2,debug/a1_1,_runtime,return_test,debug/critic_grad_norm
1e-05,0.4594164969,29.1630729167,15.009747982,0.214524946,0.0205154098,0.0108898958,7.9878385417,7.957421875,29.1721179114,0.8640769642,0.4855651756,468,0.224445488,0.4501656363,29.069905599,-0.5188418635,0.0024786535,0.4869603119,0.483340714,-0.5143414617,5e-05,0.0001171875,0.066180163,0.2984844125,29.0411871708,0.4589428951,0.5269289262,0.038448201,0.6607737571,-0.3342721653,0.116410587,0.1302814164,135429,0.2214541744,7.9875489529,0.2833333333,7.978359375,0.4502136269,7.9929782633,1772307742.2321935,0.2769091591,0,-29.1662406713,0.0,8.8264989853,0.8683915544,0.0616562178,-0.3349468867,343.0,29.1020117187,0.2996702936,7455.2677985,0,5.8627710457
1e-05,0.5111577684,19.9930240885,14.6701192856,0.1138379789,0.0193620669,0.0103983903,7.1825358073,7.1462402344,20.0238538375,0.7721110221,0.528346901,469,0.1313560378,0.5048128791,19.9450325521,-1.0443082745,0.0017677669,0.5199001723,0.5291879305,-1.0435315617,5e-05,7.8125e-05,0.0686802007,0.2284489805,19.9003433217,0.5115436072,0.5420399018,0.0377991573,0.6390774333,-0.2593146178,0.1019786854,0.1193758294,135429,0.1261249724,7.177988765,0.174375,7.1788378906,0.505653597,7.1768459222,1772307742.232694,0.199826283,0,-20.002697951,0.0,8.8264989853,0.7766085255,0.0726275393,-0.2586211322,343.0,19.927516276,0.2274619537,7618.2161948,0,4.9674652651
1e-05,0.4913903805,22.0708772786,15.3801972866,0.0818123009,0.0195362083,0.0110471781,7.1008919271,7.0463020833,22.0859887168,0.7893316161,0.5126860727,470,0.1650193081,0.4858670614,21.9825553385,-0.8626683169,0.0022448412,0.4978094475,0.5135755796,-0.8636302043,5e-05,0.0001106771,0.1259345432,0.2550042548,21.9750264091,0.4918377447,0.5378612028,0.0395119707,0.6320729513,-0.2843429987,0.103833323,0.1345657864,136353,0.1646821126,7.1058988459,0.2093880208,7.0844205729,0.4857643879,7.0980539785,1772307905.1864357,0.2138320071,0,-22.0758184967,0.0,39.8420257568,0.7912975451,0.0848961095,-0.2836959626,923.0,22.0261979167,0.2524495924,7618.2186956,0,5.993752526
1e-05,0.5047527956,20.7525520833,15.4314534664,0.1291041653,0.0207604023,0.0105137618,6.8519986979,6.8121777344,20.7740682856,0.7284134528,0.5213998672,471,0.1412493616,0.498395727,20.6784765625,-1.0375715538,0.0020623947,0.5216166641,0.5221671179,-1.037551167,5e-05,9.11458e-05,0.0569189442,0.2341132508,20.6410277241,0.5051101435,0.5440438828,0.0401980623,0.6401686203,-0.2613499377,0.1030157476,0.1373497873,136353,0.1401709865,6.8595225123,0.1825911458,6.8421354167,0.4982122907,6.8470386976,1772307905.187435,0.2111205389,0,-20.756714102,0.0,39.8420257568,0.7264045329,0.0575557101,-0.2608283706,923.0,20.7112105306,0.2313597314,7618.2191958,0,5.4974957707
1e-05,0.522048458,17.1498828125,15.587395668,0.02548253,0.0186934565,0.0106038682,6.5642154948,6.5289257812,17.1588249296,0.7213212232,0.5362635565,472,0.1384754641,0.517385356,17.1140950521,-1.1727369173,0.0020623947,0.5154278907,0.5376169537,-1.1707960768,5e-05,9.11458e-05,0.1194442886,0.2028049512,17.0440168859,0.5235643488,0.5475465893,0.0406361818,0.6202625529,-0.2365076472,0.0909580958,0.1101730246,136353,0.1385609388,6.5519777373,0.1506770833,6.5725325521,0.5167361214,6.5575039818,1772307905.188436,0.172908427,0,-17.1602203584,0.0,39.8420257568,0.7200475696,0.089862763,-0.237403024,923.0,17.0953483073,0.202788608,7618.219696,0,4.8281773992
1e-05,0.5165808779,17.5940950521,15.8517563343,0.0412068973,0.018233115,0.0113633219,6.3016829427,6.2744759115,17.6038236074,0.6674305805,0.5317527117,473,0.130311204,0.5124164725,17.5903971354,-1.1772389082,0.002417838,0.5185103441,0.5330498739,-1.1765774564,5e-05,0.0001106771,0.1079255288,0.2053301463,17.5011087568,0.5161219864,0.5494441051,0.0406772176,0.6199756082,-0.2345596521,0.0947948253,0.1206035166,137608,0.1335504869,6.3181075095,0.1561458333,6.3106575521,0.5108402004,6.305323909,1772307905.1894357,0.1765594079,0,-17.6114286371,0.0,21.1817906698,0.6656318236,0.0782876347,-0.235274913,529.0,17.528671875,0.2037271874,7618.2206957,0,5.6130552788
1e-05,0.5277998001,15.7880944824,15.5406219959,0.0021230507,0.0179676886,0.010848225,6.072672526,6.036656901,15.8045441549,0.6487688455,0.5397706088,474,0.1207458887,0.5206103032,15.7245345052,-1.2450703564,0.0017677669,0.518769098,0.5381404238,-1.2434406818,5e-05,7.8125e-05,0.1341732682,0.1858550567,15.7197485856,0.5273051773,0.5484854943,0.0402371446,0.6171623884,-0.2168357195,0.0901780143,0.1103937961,137608,0.121615096,6.0871314442,0.1360677083,6.0641731771,0.520589395,6.0821498559,1772307905.1904361,0.1568699811,0,-15.8022077735,0.0,11.8516731262,0.6459103383,0.078933317,-0.216011742,332.0,15.7858968099,0.1837295536,7618.2216949,0,4.5873944211
1e-05,0.5165954591,17.8237109375,15.1490564346,0.0461033302,0.0198609145,0.010996333,6.5715950521,6.5226139323,17.8570965185,0.6958792507,0.5316356921,475,0.1404316608,0.5118873832,17.7813411458,-1.1366600294,0.0030070937,0.5188202625,0.5316329266,-1.1369570338,5e-05,0.0001367188,0.1031571079,0.2028676604,17.7414983212,0.5181483096,0.544609324,0.0388444495,0.6246121316,-0.2302036516,0.0959925176,0.1233226436,137608,0.1412448494,6.5855664367,0.1559895833,6.5381315104,0.5126741006,6.5701785372,1772307905.1914358,0.179442115,0,-17.8371551259,0.0,11.8516731262,0.6972343679,0.0710680783,-0.2325954868,332.0,17.7675065104,0.2020715723,7618.2230701,0,5.2270660737
1e-05,0.5350670561,14.9855554199,15.3230304718,0.0278014291,0.0195312904,0.0108952673,6.4396582031,6.4108723958,15.0120744478,0.679054291,0.5468371828,476,0.1254404781,0.5294552096,14.9208837891,-1.3009668048,0.0030679092,0.5270782805,0.5450253473,-1.2954176244,5e-05,0.0001432292,0.1045828461,0.1748763465,14.8856060085,0.5352661773,0.5523110412,0.0394766108,0.6186892872,-0.2128380619,0.088753269,0.1183257629,138346,0.123308454,6.4252691854,0.12390625,6.4633300781,0.5296769663,6.4289380035,1772307905.1929357,0.1584626146,0,-14.9975552673,0.0,10.8381363551,0.6758024666,0.0802974027,-0.2150236219,336.6666666667,14.9644059245,0.1752421989,7618.2236959,0,4.9994981627
1e-05,0.5150515052,17.2959570313,14.5468292236,0.0157888008,0.0200315919,0.0103248024,6.423889974,6.3909635417,17.2960855182,0.7244169404,0.528546613,477,0.1641840582,0.5086604245,17.2478027344,-1.0894335491,0.0016812685,0.50412105,0.5281874575,-1.0880586069,5e-05,7.8125e-05,0.156029318,0.2080795945,17.2093945251,0.5146800414,0.5383163319,0.0375299398,0.6204977301,-0.2438001018,0.0955811466,0.1231349191,138346,0.1637336826,6.4301453032,0.1566666667,6.4391927083,0.5085904541,6.4275964075,1772307905.1938102,0.1724712938,0,-17.3005447052,0.0,8.8110628128,0.7246807003,0.0965697097,-0.2389702809,346.0,17.2353523763,0.2069123935,7618.2246093,0,4.4335492353
1e-05,0.4967490914,22.4414908854,16.0182807446,0.1092110593,0.022661736,0.0113188696,7.3932096354,7.3779394531,22.4128463163,0.7831358154,0.5127203781,478,0.2021572842,0.4905548041,22.3709781901,-0.86902167,0.0031544076,0.5050217652,0.512189533,-0.8724831311,5e-05,0.0001432292,0.0765646973,0.248239784,22.3135997371,0.4970722706,0.5415413043,0.0413615219,0.6378819716,-0.2605943423,0.1070232001,0.1350411535,138346,0.2009389167,7.4052978801,0.2108723958,7.4122265625,0.4892670272,7.4114311516,1772307905.1949346,0.2188734741,0,-22.4516304974,0.0,8.8110628128,0.7798506444,0.0628192663,-0.2613933746,346.0,22.3943619792,0.2495774623,7618.2251953,0,5.9372764112
1e-05,0.517171275,18.3060481771,16.54733181,0.1049062328,0.0250124998,0.0109215506,6.8860579427,6.8292708333,18.3050154978,0.7503121725,0.5321569966,479,0.165355997,0.5135871197,18.2796240234,-1.1231676121,0.0025651519,0.5257129717,0.5320615563,-1.1280276004,5e-05,0.0001171875,0.075778427,0.2241867245,18.1884645993,0.5183999412,0.5422404527,0.0434675177,0.6382589092,-0.2351640209,0.0988693719,0.1326132872,138346,0.1633397322,6.8638112754,0.1522135417,6.8345279948,0.5142237139,6.8550945389,1772307905.1953495,0.1850537632,0,-18.316575655,0.0,8.8110628128,0.7468945706,0.0669512134,-0.2359019296,346.0,18.2275708008,0.2238728272,7776.3725285,0,5.4553027422
1e-05,0.4907335984,22.8758984375,15.1974699497,0.1339052158,0.0219729046,0.0107237021,7.1476660156,7.1214420573,22.8724976983,0.7919872551,0.5082473226,480,0.2181554619,0.4848779424,22.8143619792,-0.8549933934,0.0027989643,0.5066230824,0.5080985197,-0.8513070627,5e-05,0.0001236979,0.0714196577,0.2572767055,22.7652845161,0.4926712744,0.5385177876,0.0392536338,0.6431061514,-0.2764856729,0.1112935213,0.1341222217,139334,0.2186704136,7.1810804686,0.2120052083,7.1588085937,0.4860627264,7.1591019799,1772308063.3470209,0.2239709642,0,-22.8817260579,0.0,9.5554561615,0.7910701105,0.0633152297,-0.281302974,362.0,22.8167480469,0.2556029216,7776.3730319,0,5.7176917248
1e-05,0.515044962,17.9760677083,15.1903879642,0.0125570423,0.0192298137,0.0105315598,6.5176074219,6.4899707031,17.9934442681,0.738834396,0.5275842084,481,0.1779020814,0.5087305606,17.9428255208,-1.0576224008,0.0016812685,0.5048073483,0.5290165594,-1.056339884,5e-05,7.8125e-05,0.1570675584,0.2164255108,17.92048145,0.5128848541,0.5415228788,0.0394271835,0.622019124,-0.2411646711,0.0894071299,0.1339214819,139334,0.1795873219,6.5376007283,0.16,6.5645052083,0.5074652839,6.5640505035,1772308063.3489594,0.1717941586,0,-17.9842028464,0.0,9.5554561615,0.742652707,0.0970204774,-0.2381820002,362.0,17.9383072917,0.2207810968,7776.3735318,0,5.1968853335
1e-05,0.5095924775,20.3253710938,14.956073761,0.1394757361,0.0236399576,0.0104310576,6.7373177083,6.7198014323,20.3212197616,0.7177965844,0.523400827,482,0.182619374,0.5035067645,20.273791097,-1.0634597798,0.0016812685,0.5271094576,0.5221493542,-1.0575929662,5e-05,7.8125e-05,0.0501665564,0.2209573303,20.2238176274,0.5081421664,0.5431538655,0.0387302192,0.6449254149,-0.2487868429,0.1042938306,0.1105107661,139334,0.1804197631,6.7577741255,0.1726953125,6.7572330729,0.5022469573,6.7491167544,1772308063.3494594,0.2015916941,0,-20.3309461852,0.0,9.5554561615,0.7161455167,0.0533240104,-0.2502321994,362.0,20.27546875,0.2226119776,7776.3740315,0,5.113944889
1e-05,0.4877921114,23.5123958333,15.185901165,0.1287946605,0.0211161708,0.0106753635,7.2388476562,7.1812207031,23.5129110025,0.7936669046,0.5075264348,483,0.2088779774,0.4828346806,23.4403678385,-0.8197479967,0.0023570226,0.5027470609,0.5073602384,-0.8225176358,5e-05,0.0001041667,0.0818937675,0.2557740076,23.416328466,0.4878837293,0.5412872372,0.0391439946,0.6413514342,-0.2869023287,0.1092093037,0.1232476672,140433,0.2087303564,7.236409002,0.21859375,7.2042252604,0.4820963966,7.2442994464,1772308063.3494594,0.2312778738,0,-23.5124299628,0.0,11.2432365417,0.790916658,0.0728313521,-0.2885779862,337.3333333333,23.4421809896,0.2579960743,7776.3745313,0,5.3869617345
1e-05,0.5163376024,18.3738663737,14.6731626987,0.0748161412,0.019713734,0.0101931135,6.1461946615,6.1344563802,18.3728451923,0.6335204776,0.531853504,484,0.1418096199,0.5128647552,18.3285042318,-1.1972580528,0.0021232102,0.5307201262,0.5304480548,-1.1938067273,5e-05,9.76562e-05,0.0719687738,0.1902186673,18.2834900438,0.5176369919,0.5509080921,0.0380263813,0.627847415,-0.2216476055,0.0975983069,0.101371474,140433,0.1415744388,6.1943817086,0.15,6.1728222656,0.5118109935,6.1795838852,1772308063.3499591,0.1823590298,0,-18.388496131,0.0,12.0871267319,0.6329572503,0.0442799923,-0.2221703789,325.0,18.3227034505,0.1911753228,7776.3750315,0,4.76733035
1e-05,0.5134707819,18.4341699219,14.8739318848,0.0532139616,0.0212378017,0.0104838053,6.2290266927,6.1979492187,18.4476199753,0.6703727658,0.5258709664,485,0.1365355688,0.5065860444,18.3934735107,-1.116434147,0.0019150808,0.516200255,0.5260480493,-1.1176576912,5e-05,8.46354e-05,0.108332915,0.1943902717,18.3493190508,0.5141458964,0.5448967401,0.0383938694,0.6282208733,-0.2360539305,0.0943838299,0.108452187,140433,0.1388986405,6.2468038572,0.1660677083,6.2311328125,0.5073254643,6.2426517248,1772308063.3504589,0.183490927,0,-18.446694058,0.0,12.0871267319,0.6736703571,0.0784938645,-0.2365223353,325.0,18.372039388,0.1925234337,7776.375533,0,5.0783186659
1e-05,0.4967716378,21.4798942057,14.6278760433,0.0847087612,0.0202818182,0.0105906089,6.9138671875,6.9021777344,21.4920068164,0.7572859431,0.5144390219,486,0.1714980105,0.4895289999,21.4269812012,-0.8962059578,0.0017677669,0.501711674,0.5152123282,-0.899601285,5e-05,7.8125e-05,0.106410562,0.2284611896,21.3990803461,0.4979323722,0.5381637039,0.0373991815,0.6353359097,-0.2644613329,0.1029906561,0.1292042036,140766,0.1730590389,6.9498607587,0.1994270833,6.9559505208,0.4881872034,6.9502477474,1772308063.3509593,0.2081155327,0,-21.4891760966,0.0,11.541001002,0.7477352386,0.0800438857,-0.2653774295,327.3333333333,21.4178320313,0.2300000683,7776.375533,0,5.7728049215
1e-05,0.529920182,16.4681506856,14.5882575512,0.0573955799,0.0207096135,0.0103567044,6.4060253906,6.3708561198,16.4853703928,0.6611499859,0.5422180264,487,0.1287955733,0.52452439,16.425703125,-1.2690643426,0.0012393268,0.531780754,0.5411479277,-1.2680088692,5e-05,5.85938e-05,0.0927465911,0.1762086947,16.384549945,0.5307697442,0.5517553794,0.0376457739,0.6254552121,-0.2162620443,0.0895296667,0.1140365785,140766,0.1308687521,6.3805161402,0.1288020833,6.4181738281,0.5242878151,6.3940597337,1772308063.351461,0.166097679,0,-16.475872109,0.0,10.4487495422,0.6631450063,0.0667090701,-0.2125038059,332.0,16.4346028646,0.17470184,7776.3760313,0,4.9824821836
1e-05,0.5240862768,16.8500724284,14.6149499416,0.0727134859,0.0200463399,0.0104807003,6.2429817708,6.2154361979,16.8565249144,0.6491033232,0.5353299049,488,0.1438841095,0.5207412828,16.8013224792,-1.2229276597,0.002417838,0.5292340119,0.5349062097,-1.2206504003,5e-05,0.0001106771,0.0911241637,0.180512113,16.7443301409,0.5237222787,0.5439142743,0.0376772785,0.6348619165,-0.2099982108,0.0927020834,0.1089458541,140766,0.143622199,6.2316264399,0.1452734375,6.2507910156,0.5184411257,6.2310570945,1772308063.351959,0.172629222,0,-16.8568280869,0.0,10.4487495422,0.6464992457,0.0751963433,-0.208464476,332.0,16.8033902995,0.1787848391,7776.3765313,0,4.9276315635
1e-05,0.5077001386,21.0062727865,14.7691497803,0.1172114912,0.0206592744,0.0103640596,7.22109375,7.195625,21.0213981422,0.7167170347,0.5205677729,489,0.172863064,0.5020262281,20.9605566406,-1.0172029992,0.0030679092,0.5197137028,0.5215483638,-1.0169126805,5e-05,0.0001432292,0.0666749231,0.2028059019,20.8860958126,0.5096606219,0.5487310681,0.0382307299,0.634810274,-0.2391825084,0.1034800714,0.094820971,140766,0.176044733,7.2137482925,0.1847265625,7.2109114583,0.5016327291,7.1991282876,1772308063.351959,0.2103280452,0,-21.0129034572,0.0,10.4487495422,0.7169883088,0.0544702222,-0.2373276827,332.0,20.9365596517,0.2003615622,7935.7274096,0,4.4847320227
1e-05,0.4973537006,21.6958951823,15.0611400604,0.0956260754,0.0244172112,0.0105492981,6.992718099,6.974860026,21.6900711609,0.7846996057,0.5138888115,490,0.2027508362,0.4943827306,21.6141861979,-0.8941651156,0.0027124659,0.5018110316,0.5147374302,-0.8950008296,5e-05,0.0001236979,0.1104050214,0.231989349,21.577743166,0.4992647612,0.5378834911,0.0389732679,0.6347071331,-0.2647419589,0.106339415,0.1265369644,141570,0.1970210684,7.0088475198,0.1985677083,7.0280013021,0.4943639983,6.9901731745,1772308222.7080607,0.2129027979,0,-21.7008652365,0.0,42.2957572937,0.7831197689,0.0806627659,-0.2633806714,803.0,21.6317089844,0.2307903037,7935.7279092,0,5.688625827
1e-05,0.4902764033,22.831578776,14.8048510551,0.1095060056,0.0238722772,0.0103438878,7.2863151042,7.2417252604,22.849564282,0.8499093119,0.508304174,491,0.2055050368,0.4820404544,22.7463411458,-0.7639041522,0.0019150808,0.4911595032,0.508421086,-0.7677182228,5e-05,8.46354e-05,0.1227993831,0.2574775185,22.7464570828,0.4903627781,0.5271353427,0.0383600012,0.6395948045,-0.2931048068,0.1062271957,0.1453895094,141570,0.2067056813,7.2811408499,0.212734375,7.2810611979,0.482844042,7.276263526,1772308222.7085643,0.21928667,0,-22.8467539745,0.0,42.2957572937,0.8488592179,0.0914604471,-0.292330481,803.0,22.7985139974,0.2558064637,7935.7284088,0,5.6860318583
1e-05,0.5255677368,16.4398046875,14.9511704445,0.0543115579,0.0217780333,0.0105121827,6.2428385417,6.2194108073,16.4526178532,0.6492783496,0.5375067263,492,0.1489256711,0.5214135853,16.388219401,-1.2626171275,0.0028597798,0.533455777,0.5369497589,-1.2611656356,5e-05,0.0001302083,0.083440978,0.18675339,16.3553252376,0.5248998161,0.5564521474,0.0386620045,0.6208348314,-0.2251989334,0.0924895018,0.1222807025,141570,0.1467217515,6.2540464408,0.132578125,6.257360026,0.5210416257,6.2555628043,1772308222.709064,0.1676223523,0,-16.4570254319,0.0,42.2957572937,0.6531575159,0.0588454836,-0.2242491754,803.0,16.4247265625,0.1897282909,7935.7289087,0,5.5478431323
1e-05,0.5242043749,17.1633398437,15.3727812767,0.0527036078,0.0215122364,0.0105225563,6.5873339844,6.5559179688,17.1851157295,0.7204348915,0.5356583241,493,0.1686848968,0.5197597325,17.1189436849,-1.1869302856,0.0020623947,0.524944264,0.534455479,-1.188758395,5e-05,9.11458e-05,0.0869640088,0.1979793102,17.0727829144,0.5242503631,0.5496760782,0.0399571792,0.6213270691,-0.2362680124,0.0906108722,0.1050001235,141570,0.1675709121,6.5755621987,0.1388411458,6.5868652344,0.519012305,6.5870907138,1772308222.7095635,0.1739662331,0,-17.1720392887,0.0,42.2957572937,0.7222574179,0.0750091624,-0.2359502115,803.0,17.1093945313,0.1992459755,7935.7289087,0,4.7060776012
1e-05,0.5185255679,17.8922005208,15.4235277176,0.0377473177,0.0200025203,0.0105953407,6.8229394531,6.7997591146,17.9074455421,0.7705391823,0.5295213017,494,0.1903087945,0.5129617951,17.8325651042,-1.0900547088,0.0019758963,0.5114895953,0.5295046707,-1.0835057493,5e-05,9.11458e-05,0.1178568515,0.216018875,17.7837743757,0.5177209854,0.5449019346,0.040113167,0.6262615627,-0.2384078027,0.0921829971,0.1032798974,141570,0.1882092865,6.8079687219,0.1572395833,6.8418196615,0.5135248446,6.8077712489,1772308222.7100635,0.1786839777,0,-17.9032828315,0.0,42.2957572937,0.7694079121,0.0868235484,-0.2399506376,803.0,17.8698046875,0.2142708786,7935.7294082,0,4.8586630832
1e-05,0.4990371263,21.0081184896,15.0683841705,0.0780130133,0.0253020542,0.0104297249,7.0486263021,7.0088085938,21.0196708818,0.8074275176,0.5143253271,495,0.2120362217,0.4938829794,20.9396354167,-0.884839551,0.0023313396,0.5042250533,0.5160088212,-0.8864906632,5e-05,0.0001106771,0.1122904762,0.2552323658,20.941978729,0.4989074426,0.5360555151,0.0390381018,0.632301728,-0.2652016053,0.0997555909,0.12934043,141570,0.2138535882,7.0553917658,0.1866666667,7.0494921875,0.4930256955,7.0693895083,1772308222.7105627,0.2014755035,0,-21.017638591,0.0,42.2957572937,0.8046481094,0.0810454796,-0.2673942639,803.0,20.985234375,0.2536891889,7935.7299088,0,5.6423609436
1e-05,0.4981125718,22.6090425618,15.9757790565,0.1277676913,0.0241888654,0.0110528731,7.334375,7.3143229167,22.6050291452,0.7756765172,0.5129361466,496,0.1916122252,0.4939905191,22.566015625,-0.9047274741,0.0033882199,0.5134390393,0.5141312574,-0.9055137257,5e-05,0.0001497396,0.062311863,0.2395746339,22.5121158985,0.4977257051,0.5479277962,0.041357464,0.6397667313,-0.2565420867,0.1072868736,0.1223000341,144375,0.1940562288,7.3465044522,0.2014192708,7.3346614583,0.4925177038,7.3477764209,1772308222.7110636,0.2174564974,0,-22.6191764502,0.0,73.4624099731,0.7753264484,0.0555681524,-0.25708168,1470.0,22.5243880208,0.2394837387,7935.7304085,0,6.0392796401
1e-05,0.5057528679,20.2637304688,15.148154974,0.0792197751,0.0221045285,0.0104922962,6.5146354167,6.4840039062,20.2738220766,0.7034129936,0.5241393191,497,0.1585424589,0.5017874505,20.1809179687,-1.0441556319,0.001620453,0.5176731857,0.5226127853,-1.0467058424,5e-05,7.16146e-05,0.0849257392,0.220429967,20.1664706553,0.5049093413,0.5495244268,0.0393141603,0.6311620702,-0.246724524,0.0951038957,0.1129078963,144375,0.1553458927,6.5101543424,0.1759375,6.5065071615,0.5025103967,6.5142673328,1772308222.7110636,0.1975499463,0,-20.2759541005,0.0,135.795715332,0.7033856531,0.0621769582,-0.247626886,2804.0,20.2369905599,0.2227515057,7935.7309089,0,5.5302305426
1e-05,0.4916091312,23.2108203125,15.0258867741,0.128118101,0.028521387,0.0104301421,7.5411425781,7.5183105469,23.2269464349,0.8597232246,0.5118572246,498,0.1863593517,0.4843972225,23.1129361979,-0.7961350683,0.0031544076,0.5019743054,0.5119484018,-0.7989249605,5e-05,0.0001432292,0.0821570899,0.2640949603,23.1023665215,0.4910791179,0.534005907,0.0389672009,0.6439983994,-0.2925038876,0.1112590265,0.1289390653,144375,0.1856136424,7.5684127957,0.2112109375,7.5520377604,0.4850661119,7.5484433071,1772308222.7115633,0.2284700597,0,-23.2139905919,0.0,135.795715332,0.8611680858,0.0788019147,-0.2912590271,2804.0,23.1634440104,0.2620019185,7935.7314087,0,5.3602332749
1e-05,0.5350559326,13.9609765625,14.5750513077,-0.023238451,0.0211687781,0.010224731,6.1659179687,6.1134375,13.9630767914,0.6676806137,0.5478041884,499,0.1274924943,0.529587832,13.9340625,-1.3150980899,0.0018893979,0.5212542935,0.5473963111,-1.3153893295,5e-05,9.11458e-05,0.1662730917,0.1770176793,13.9011965606,0.5351164555,0.5490622976,0.0376224573,0.6075842979,-0.2038375718,0.0852421275,0.1099411113,144375,0.124898566,6.1548978829,0.11,6.1434244792,0.5297890915,6.1595549803,1772308222.7120638,0.1357530702,0,-13.9744279059,0.0,135.795715332,0.6639183022,0.0983819436,-0.2033151241,2804.0,13.9240625,0.1754646307,8093.8451858,0,4.7819360814
1e-05,0.5253345228,15.8242643229,14.9532015324,-0.0044763047,0.0201210827,0.0105285629,6.1971549479,6.1034635417,15.8174053139,0.6824988557,0.540099275,500,0.1289668346,0.5232878738,15.8043359375,-1.2355787959,0.0021232102,0.519477707,0.5393248796,-1.2410133796,5e-05,9.76562e-05,0.1350216654,0.2032521846,15.7503121697,0.5271707118,0.5489371141,0.038569022,0.6143507322,-0.213468519,0.087648548,0.1197181003,145404,0.1277403336,6.1499814023,0.1322135417,6.1126790365,0.5222933871,6.168502975,1772308380.8310273,0.1564887628,0,-15.8365857882,0.0,46.289680481,0.680414727,0.0878363329,-0.2144515953,716.0,15.770563151,0.2002725836,8093.8456865,0,4.9325206367
1e-05,0.5073991998,19.7862426758,14.8050384521,0.0683396409,0.0232398746,0.0104058846,7.0103190104,6.9396972656,19.7870496746,0.7691702439,0.5230815186,501,0.1639954288,0.501262306,19.7163623047,-1.0004023676,0.0039517926,0.515696769,0.524297407,-1.0031486956,5e-05,0.0001822917,0.0848729416,0.2304672369,19.7042998463,0.5063087656,0.5426397998,0.0381989272,0.6292252953,-0.2574638739,0.107426476,0.1521318987,145404,0.1642407995,7.0077446927,0.1728125,6.9687760417,0.5011163987,6.9777007653,1772308380.8320277,0.1917069679,0,-19.7977290013,0.0,46.289680481,0.7701895786,0.0731942441,-0.2549733599,716.0,19.7386458333,0.2317520799,8093.8461864,0,5.5095309011
1e-05,0.5018375577,20.651319987,14.827534914,0.1027941675,0.0211619106,0.0103010249,6.684921875,6.664609375,20.6849459386,0.7045666546,0.5215442251,502,0.1609506724,0.4981350519,20.5930615234,-1.0151072296,0.0025651519,0.5196564557,0.5210118107,-1.0161142679,5e-05,0.0001171875,0.0807591256,0.2296845786,20.5599787329,0.5017763522,0.5464862344,0.0384379848,0.6306562618,-0.2432309249,0.1006907128,0.1166668843,145404,0.1613892019,6.698576258,0.18,6.6968229167,0.4977801478,6.670120393,1772308380.8325276,0.2020150248,0,-20.6661341615,0.0,46.289680481,0.7037409076,0.055085057,-0.2431391111,716.0,20.611702474,0.230093888,8093.8466864,0,5.252533276
1e-05,0.5321570197,13.5393741862,14.7750384808,-0.052271833,0.0202683223,0.0105987374,6.3806380208,6.3093684896,13.5459094747,0.748237412,0.5472428686,503,0.131047583,0.5269382247,13.5100691732,-1.2528399683,0.0019758963,0.5115761329,0.5470241816,-1.2461417844,5e-05,9.11458e-05,0.1809716369,0.2082837764,13.4421454677,0.5312997811,0.5435016454,0.0378840144,0.6107322088,-0.2218277309,0.0837934304,0.1303030002,146086,0.1285954366,6.3364869924,0.1127213542,6.3345377604,0.5275598652,6.3350065502,1772308380.8330276,0.1376218669,0,-13.5499712463,0.0,22.9011351267,0.748413903,0.116291448,-0.2237107379,468.6666666667,13.5158935547,0.2068997364,8093.8471861,0,4.8076954845
1e-05,0.5234588189,15.5443684896,15.0641832352,0.0359015398,0.0253622038,0.010628074,5.8997330729,5.8651497396,15.5697131255,0.6356582996,0.5403135482,504,0.1320123204,0.5245843382,15.4963834635,-1.3002296595,0.0016812685,0.534529007,0.5409134593,-1.2960449914,5e-05,7.8125e-05,0.0963875165,0.2067999903,15.4570033691,0.5244179619,0.555033899,0.0389158869,0.6213718331,-0.1991606247,0.0866597192,0.1091712282,146086,0.1350688694,5.9035232836,0.1266666667,5.9003548177,0.5228281757,5.8955582336,1772308380.8330276,0.1564576637,0,-15.5519770525,0.0,11.2068624496,0.6345014907,0.0589769511,-0.2013256561,345.0,15.5067897542,0.2040261147,8093.847687,0,5.1190637171
