lrs/actor_lr,debug/a2_1_std,debug/q_a1,round_time,debug/a_0,debug/actor_grad_norm,sampling_duration,debug/q1_std,debug/q_a1_std,debug/backup,debug/log_pi_std,debug/a1_2_std,_step,debug/a2_2,debug/a1_0_std,debug/q1,debug/logp_a2,debug/d_std,debug/a_1_std,debug/a2_2_std,debug/log_pi,lrs/critic_lr,debug/d,debug/a_1,debug/a2_1,debug/q_a1_targ,debug/a1_1_std,debug/a_0_std,training_step_duration,debug/a_2_std,debug/a2_0,debug/r_std,losses/loss_critic,memory_len,debug/a1_2,debug/backup_std,debug/demo_fraction_in_batch,debug/q2_std,debug/a2_0_std,debug/q_a1_targ_std,_timestamp,debug/r,episode_length_test,losses/loss_actor,idle_time,return_train,debug/logp_a2_std,debug/a_2,debug/a1_0,episode_length_train,debug/q2,debug/a1_1,_runtime,return_test,debug/critic_grad_norm
1e-05,0.5467292819,13.1799454753,15.3576099873,0.0530733703,0.0183331032,0.0107340892,6.3486914063,6.2863802083,13.219078416,0.529258741,0.5553997856,277,0.1163845093,0.5458543968,13.1502424113,-1.539690027,0.0011785113,0.546810036,0.5553201587,-1.5429116859,5e-05,5.20833e-05,0.0696975821,0.144421746,13.078381711,0.5480449829,0.5560412823,0.0396783193,0.6237559032,-0.1103362389,0.0854936082,0.1279755252,74306,0.1176224722,6.303115092,0.1014453125,6.3298307292,0.5474581488,6.3104705127,1772304768.2073262,0.1461287851,0,-13.191782202,0.0,158.6706390381,0.5233359428,0.0512732856,-0.1113244796,2516.0,13.1677132161,0.147940228,4481.3463193,0,5.6865400279
1e-05,0.5558776608,11.2116822306,15.3352768421,0.0051637921,0.0165172406,0.0105043912,5.7087434896,5.6629410807,11.2627997243,0.4593717884,0.5635994657,278,0.0876991848,0.5544030365,11.2168782552,-1.6558689849,0.0012393268,0.5531143434,0.5632347125,-1.6590489376,5e-05,5.85938e-05,0.0885470351,0.1222861159,11.1426939522,0.5557191591,0.5628063614,0.0397715576,0.6105758943,-0.1013919811,0.0788643419,0.1099934249,74306,0.0889175756,5.7163081789,0.0761588542,5.7161263021,0.5531330275,5.7224831116,1772304768.2073262,0.1254685647,0,-11.2304949657,0.0,158.6706390381,0.4555056518,0.0589201551,-0.1027063878,2516.0,11.1773128255,0.1233263696,4481.346819,0,4.8273978521
1e-05,0.542607838,14.5541304525,16.1232409477,0.0559856626,0.0158673871,0.0116351612,6.2566015625,6.2278776042,14.5952139572,0.4997331877,0.5528299769,279,0.0984077646,0.5404718342,14.555004069,-1.5166556356,0.0012393268,0.5461546865,0.5527736762,-1.5144135288,5e-05,5.85938e-05,0.081319276,0.1417383389,14.462697734,0.5445192046,0.5581596773,0.0413268002,0.6223587954,-0.1212993104,0.0854338691,0.1128700469,74306,0.1007845979,6.2628939706,0.1092317708,6.25546875,0.5420506799,6.2671922012,1772304768.207826,0.1536371857,0,-14.5740711487,0.0,158.6706390381,0.5000496002,0.0612416449,-0.1226654101,2516.0,14.5104199219,0.1409634597,4642.636507,0,4.9965283646
1e-05,0.561235028,9.7483121745,15.7052307129,-0.0109102602,0.016374775,0.0110491403,5.5382682292,5.4833789062,9.7471027823,0.4203676032,0.5674618669,280,0.0809606882,0.5632360719,9.740530599,-1.7370897055,0.0005027572,0.5584492005,0.5678690884,-1.7389797302,5e-05,2.60417e-05,0.0967267591,0.1113539465,9.6392044013,0.5607962127,0.5635066806,0.0405451433,0.6092785027,-0.0776504213,0.074573199,0.1112843179,74306,0.0795653631,5.5415953157,0.06,5.5162825521,0.5621922551,5.5526053394,1772304929.5033152,0.1101102612,0,-9.7671230854,0.0,158.6706390381,0.4217633777,0.0578955533,-0.0796250346,2516.0,9.7365934245,0.110693619,4642.6370539,0,5.586145306
1e-05,0.5432116769,13.9931694539,14.8583784103,0.0506133885,0.0187466755,0.0101886018,6.5742838542,6.5304199219,14.0203110384,0.5408467521,0.5545909226,281,0.1106261607,0.542303541,13.9862695313,-1.4965287562,0.0025043365,0.5406357274,0.5537464696,-1.496443731,5e-05,0.0001106771,0.0784984681,0.1510807075,13.8949303413,0.5431604123,0.5571161232,0.0386200786,0.6222267588,-0.1139947255,0.0872348844,0.1092441017,74306,0.1106469165,6.5454689216,0.1108333333,6.568671875,0.5429209625,6.5674803753,1772304929.503772,0.1524034452,0,-14.0059781339,0.0,158.6706390381,0.5358822789,0.0633270051,-0.1180298768,2516.0,13.9565299479,0.1499887521,4642.6375536,0,5.2369033292
1e-05,0.5332839516,15.7592301432,15.3455443382,0.0710871286,0.0183814028,0.0107003609,6.5387044271,6.4960709635,15.8053951906,0.5522057273,0.5425547699,282,0.1358276444,0.5298540867,15.7665437826,-1.3944910379,0.0022448412,0.5327039503,0.5429416606,-1.3879031352,5e-05,0.0001106771,0.0768966594,0.1557215617,15.6786281746,0.5336663769,0.5492036299,0.0396721713,0.6264582199,-0.1422499356,0.0890758044,0.1445711622,74306,0.1373417119,6.5288323316,0.1320963542,6.5603255208,0.5306965175,6.5483299316,1772304929.5043187,0.1677689587,0,-15.7808857677,0.0,158.6706390381,0.5532559865,0.07071215,-0.1431300839,2516.0,15.6895326742,0.1532071402,4642.6380543,0,6.3725594802
1e-05,0.5342890454,16.5425314331,15.9006006718,0.0985332696,0.0177997353,0.0111220733,6.876328125,6.8461230469,16.5831838085,0.5598519348,0.5421160211,283,0.1319842688,0.5295014743,16.502750651,-1.3674231352,0.0018285824,0.5360557239,0.5421439055,-1.3648299211,5e-05,8.46354e-05,0.0607038332,0.1395705354,16.4459312722,0.5338501141,0.5487043352,0.0410144838,0.634222766,-0.149643257,0.0930029272,0.1412111465,74306,0.1290382726,6.8703983814,0.1383203125,6.8948567708,0.5287958676,6.8853916222,1772304929.5048184,0.1754174939,0,-16.5585429706,0.0,158.6706390381,0.5604263938,0.0501511833,-0.1522683729,2516.0,16.5247949219,0.1363215448,4642.6385547,0,5.6075149066
1e-05,0.5558617607,10.8693640137,15.3653748035,-0.0229355612,0.0174216084,0.0106156166,5.7289648438,5.6791097005,10.8921381188,0.4488285223,0.5626206121,284,0.0840041914,0.5551399332,10.8486812337,-1.6493628728,0.0010920128,0.5454385598,0.56208804,-1.6502082594,5e-05,5.20833e-05,0.1156683967,0.1023061561,10.7854723937,0.5558449526,0.5637692089,0.0398092469,0.6091579457,-0.0928523408,0.0772498343,0.1145660539,74306,0.0854500021,5.7331734411,0.0794401042,5.7458723958,0.5547027535,5.7526345184,1772304929.5058196,0.1213516798,0,-10.8826338993,0.0,158.6706390381,0.4470315386,0.0746346893,-0.0954898177,2516.0,10.849177653,0.1032159285,4642.6395536,0,5.1902353076
1e-05,0.5389602898,14.6902335612,15.7236700058,0.0348176863,0.017013366,0.0108928831,6.5066145833,6.4502490234,14.7171495121,0.5344484963,0.5500132262,285,0.1138382875,0.5378212163,14.6550170898,-1.4457930561,0.0013866407,0.5350420254,0.5500296223,-1.4432951719,5e-05,6.51042e-05,0.0989740784,0.1464871514,14.6042540391,0.539608104,0.5559010696,0.0407313585,0.6192492855,-0.1211411463,0.0865312921,0.1239918093,74306,0.11428338,6.4789689683,0.1212890625,6.4914876302,0.5386635201,6.5074049479,1772304929.5063186,0.1565256677,0,-14.7031752119,0.0,158.6706390381,0.5360367266,0.068278366,-0.1209412466,2516.0,14.6864054362,0.1462770951,4642.6400535,0,6.0316889195
1e-05,0.5417002213,15.044556071,16.0578010082,0.0507960089,0.0168693861,0.0108961662,6.4922428385,6.4704947917,15.0473188072,0.5266420539,0.5490107861,286,0.1226092642,0.5393669788,15.0307552083,-1.4555454346,0.0016812685,0.5381632485,0.5485254585,-1.457974869,5e-05,7.8125e-05,0.0735485782,0.1128186814,14.914497549,0.5412621199,0.5538506112,0.0416377131,0.6252625855,-0.1047893565,0.0877191258,0.1031864501,74306,0.120924756,6.498035619,0.1213541667,6.505172526,0.537400348,6.5157037167,1772304929.5073185,0.1611510181,0,-15.0602896091,0.0,158.6706390381,0.52536109,0.0601680094,-0.1050862807,2516.0,14.9948852539,0.114047942,4642.6410535,0,5.0504279651
1e-05,0.5635583003,10.0318188477,16.1261441708,-0.0229425873,0.015474901,0.0108024096,5.3223372396,5.2867447917,10.0554522946,0.3881892642,0.566314992,287,0.0740242098,0.5612179329,9.9902652995,-1.7437883238,0.0011785113,0.5541647666,0.5673195908,-1.7453107838,5e-05,5.20833e-05,0.1164647525,0.0547421749,9.9512904893,0.562866615,0.5666516813,0.0422085889,0.6077885191,-0.0404218299,0.0741849408,0.1039788103,74306,0.077147101,5.3294563411,0.06,5.3314713542,0.5608407364,5.3421367128,1772304929.5078185,0.1111547325,0,-10.0530382433,0.0,158.6706390381,0.3881550795,0.0621550923,-0.0436118533,2516.0,10.053499349,0.0517585067,4642.6415532,0,5.5554421264
1e-05,0.54291696,14.7000415039,15.6760013103,0.0910408862,0.0169893487,0.0100083399,6.4906445313,6.4663020833,14.7470398655,0.5216871299,0.5490046913,288,0.125856727,0.541157454,14.7078365072,-1.4910611856,0.0016812685,0.5483018422,0.5494624244,-1.4887782117,5e-05,7.8125e-05,0.0542608638,0.1364884333,14.6174835948,0.5439554456,0.5560555178,0.0415591574,0.6290138125,-0.1057172207,0.0892353245,0.1195387268,74306,0.1276859006,6.4875749344,0.1122265625,6.5123697917,0.5408173237,6.5034370543,1772304929.5088181,0.1584988879,0,-14.7193425384,0.0,158.6706390381,0.5214873994,0.0556796094,-0.1043125268,2516.0,14.6673714193,0.1337945114,4642.6425526,0,5.622373461
1e-05,0.537539868,15.7770222982,16.0456352234,0.0909202762,0.0155344608,0.0101905767,6.434921875,6.4047395833,15.7857923614,0.5279773308,0.5489906241,289,0.1349412501,0.5386054906,15.7248063151,-1.4561067422,0.0016812685,0.5450648052,0.5480504436,-1.4572867521,5e-05,7.8125e-05,0.0504858864,0.1426429369,15.6551503525,0.5381006958,0.5603229418,0.0425545939,0.6266240487,-0.1024842213,0.088233249,0.1488076973,74306,0.1330441208,6.4248603811,0.1186848958,6.4458854167,0.5375727632,6.4394420099,1772304929.5093184,0.1661702186,0,-15.7921665833,0.0,158.6706390381,0.5250034037,0.0453826672,-0.1031687983,2516.0,15.7675358073,0.1433724233,4802.5395607,0,5.8884214958
1e-05,0.5559123432,11.3818846798,16.0070443153,0.0110518141,0.0164479375,0.0098812604,6.1019466146,6.04390625,11.3985184668,0.5002860771,0.5607981133,290,0.1263709533,0.5564169327,11.3747054036,-1.6216535942,0.0021232102,0.5465939435,0.5610000324,-1.6163089677,5e-05,9.76562e-05,0.0979170294,0.1224983013,11.2720005766,0.5557270104,0.5619902195,0.0424821909,0.6110896575,-0.0792152414,0.0824879707,0.1220500051,83463,0.1288821434,6.0854263129,0.083828125,6.0975195312,0.5564660546,6.0987318228,1772305089.411535,0.129259564,0,-11.3964169942,0.0,188.0463562012,0.5032675309,0.0672157934,-0.079146418,9156.0,11.3370572917,0.123146756,4802.5400628,0,5.4000165928
1e-05,0.5357808223,14.3607128906,15.5824103355,0.0064824117,0.0175724054,0.0100716845,6.295139974,6.2238769531,14.3900943599,0.560367329,0.544691334,291,0.1556102754,0.5350325888,14.2744954427,-1.4056514015,0.0018893979,0.5250146408,0.544670157,-1.4086435999,5e-05,9.11458e-05,0.1193647037,0.1581897239,14.2619350572,0.5346823372,0.5566327968,0.0411596402,0.6121510178,-0.1120564754,0.0855574583,0.1463417733,83463,0.1568667974,6.2726682381,0.1279036458,6.2865917969,0.5337560944,6.2872371411,1772305089.4125342,0.1540893102,0,-14.3784833997,0.0,188.0463562012,0.5615775086,0.0829970957,-0.1117751974,9156.0,14.3967871094,0.1573374999,4802.5408701,0,6.0207050952
1e-05,0.5289120667,16.0678580729,15.2120931149,0.0677256796,0.0180772797,0.0100012493,6.5932161458,6.5632682292,16.0992222916,0.5763959021,0.5425513167,292,0.1368419109,0.5273573759,16.0023038737,-1.3541980378,0.0024786535,0.529464493,0.5416894051,-1.3502372162,5e-05,0.0001171875,0.0982582917,0.1794371635,15.9589579961,0.5294093254,0.5495750748,0.039975872,0.6278974509,-0.1166419313,0.0902096231,0.139359653,83463,0.1349626089,6.5978256258,0.1387109375,6.6205794271,0.5285044112,6.6068173311,1772305089.4130363,0.1694861977,0,-16.0767617857,0.0,188.0463562012,0.5779893344,0.0704026234,-0.1205613097,9156.0,16.0440177409,0.1796175995,4802.5413731,0,5.6579957692
1e-05,0.538115946,14.9317749023,15.7885971069,0.0444411806,0.0237211386,0.0112443773,6.8507845052,6.7751220703,15.0475143825,0.5947319356,0.5477171608,293,0.1295145819,0.536770901,14.9224446615,-1.39799596,0.0008838835,0.5330139322,0.5474061831,-1.3988568381,5e-05,3.90625e-05,0.0959849479,0.1806138382,14.9290300717,0.5363576817,0.5507545947,0.0404629803,0.6273994336,-0.120955393,0.086388067,0.2022359246,84235,0.1306293703,6.8278886332,0.1189583333,6.804625651,0.5381910139,6.8535770654,1772305089.4138436,0.1544119638,0,-14.9465709676,0.0,72.7053451538,0.5965485182,0.0673017588,-0.1199610431,3226.6666666667,14.8844167074,0.1790103875,4802.5422178,0,6.9411107523
1e-05,0.5381811623,15.6372591146,15.5685882568,0.0613145891,0.025053276,0.0110021122,7.2521028646,7.2010384115,15.6943075829,0.6118045182,0.5484424711,294,0.1403398574,0.538609569,15.6230664063,-1.3854359856,0.0019758963,0.5333090809,0.5476322146,-1.3879672544,5e-05,9.11458e-05,0.0819342053,0.1642801133,15.5548093864,0.5375656032,0.5541218293,0.0399942684,0.6246569669,-0.1262050319,0.0907150031,0.1825589803,84235,0.1364998709,7.2292977011,0.124453125,7.2637890625,0.5374053174,7.2529603095,1772305089.4143467,0.1656036357,0,-15.6454057914,0.0,15.0348396301,0.6111377979,0.0620851431,-0.1309003886,262.0,15.5827669271,0.1622421099,4802.5422178,0,6.3146316292
1e-05,0.5554164854,11.8614453125,15.1887495518,0.0006505086,0.0176968914,0.010682265,6.4971809896,6.4421484375,11.9088171075,0.5023975953,0.5622578544,295,0.1079751316,0.5547368227,11.8239583333,-1.6060752955,0.0015339546,0.5457138036,0.5617871659,-1.608394798,5e-05,7.16146e-05,0.1107590354,0.107567456,11.7930471472,0.5554868833,0.5603207615,0.0391428963,0.6081708282,-0.0961892407,0.0809463605,0.1460461297,84235,0.1087514333,6.5003888825,0.0787890625,6.4955729167,0.555133585,6.5218985759,1772305089.4151917,0.1284996564,0,-11.8779632988,0.0,15.0348396301,0.500745537,0.0622475447,-0.0982274604,262.0,11.8427864583,0.110138687,4802.5427206,0,5.7156981346
1e-05,0.554729081,13.0002246094,15.8440747261,0.0389880822,0.0157312748,0.0115996416,6.1737109375,6.1448828125,12.9710456434,0.4719623144,0.5588619127,296,0.1089219988,0.5536101715,12.9651523336,-1.6119591999,0.0008838835,0.555815253,0.5591882344,-1.6144164262,5e-05,3.90625e-05,0.063874387,0.0899761857,12.8525075821,0.5552328896,0.5661670526,0.0403576835,0.6158152654,-0.1035313464,0.0827427787,0.1133020344,84235,0.1070380184,6.1716242445,0.0853385417,6.1672786458,0.553028097,6.1853049129,1772305089.4156942,0.1394424686,0,-13.0174318477,0.0,15.0348396301,0.4723060789,0.041949836,-0.1019510327,262.0,12.9841642253,0.091871462,4802.5432217,0,4.8620963967
1e-05,0.5571573346,11.1170291138,15.2672040462,0.0282528767,0.0161974293,0.0106068635,5.8411132813,5.7874121094,11.1462632417,0.4559873173,0.5604939435,297,0.097330062,0.5560758358,11.1242657471,-1.6467522756,0.0016555855,0.5522634063,0.5613078117,-1.646885343,5e-05,8.46354e-05,0.0946647288,0.094516506,11.0240464029,0.5590462741,0.5595602659,0.0395109161,0.6185055202,-0.086356492,0.0802610145,0.1191051461,84235,0.1000445854,5.8250535911,0.0786979167,5.8222005208,0.5561784605,5.8339625428,1772305089.4156942,0.1253207115,0,-11.1329587726,0.0,15.0348396301,0.4500654234,0.072496975,-0.0883368659,262.0,11.0733398438,0.0938976715,4802.5439663,0,5.3297876691
1e-05,0.5552248178,11.2505924479,15.5499703884,-0.0357421155,0.0188696296,0.0111872617,7.2754947917,7.1348828125,11.3093586461,0.5653318016,0.5604663549,298,0.1169599364,0.5541342018,11.1663484701,-1.5326096628,0.0021232102,0.5348141787,0.5614530443,-1.5307150142,5e-05,9.76562e-05,0.132650237,0.1143526271,11.1951933002,0.5539872337,0.5560168606,0.0398331976,0.6076846747,-0.1168614139,0.0814904067,0.2003524622,84235,0.1170228518,7.1657922493,0.084140625,7.1608984375,0.5543005664,7.2005757136,1772305089.4161954,0.1228999988,0,-11.2641229486,0.0,15.0348396301,0.5653553808,0.0850538574,-0.1168371112,262.0,11.296161499,0.1102624714,4802.5444709,0,6.1970104738
1e-05,0.5466829764,14.3870800781,15.5037317276,0.042078673,0.016396655,0.0109093086,6.4825455729,6.4458235677,14.4014769676,0.5256179295,0.5519319467,299,0.1301319933,0.5431012452,14.3650325521,-1.4971109718,0.0014731391,0.5441773778,0.5512901709,-1.4990412593,5e-05,6.51042e-05,0.0687999518,0.1141299297,14.2607969439,0.5466672368,0.5622182813,0.039948798,0.6215278457,-0.1163678846,0.0868718335,0.1256126153,84235,0.1300166054,6.4780117475,0.1107942708,6.4842903646,0.5432356242,6.4813374505,1772305089.41694,0.154400647,0,-14.404488031,0.0,15.0348396301,0.5252830086,0.0532571952,-0.1170137802,262.0,14.3593621826,0.1120209272,4962.2168629,0,5.0810774488
1e-05,0.5431909852,14.1647330729,15.547645092,0.0305970464,0.0164537049,0.0108173839,6.4293619792,6.37265625,14.2093543685,0.5246192324,0.5511364962,300,0.1160412194,0.5409374598,14.112421875,-1.4736495369,0.0007365696,0.538922914,0.551221204,-1.4746783171,5e-05,3.25521e-05,0.1008509251,0.1274436608,14.0939766847,0.5434219256,0.5515145384,0.0401848427,0.624157472,-0.1239787983,0.0822523108,0.1474575922,86020,0.1164663031,6.4179625351,0.1066666667,6.416796875,0.5404700022,6.4381934754,1772305249.0950375,0.1455057296,0,-14.1823919754,0.0,196.2753295898,0.5224306763,0.0627393463,-0.1210863873,1784.0,14.1806282552,0.1284848947,4962.2173642,0,5.483133886
1e-05,0.5627165659,9.1956433105,15.4612820148,-0.0757538157,0.0153761198,0.0107413443,5.8012760417,5.7238997396,9.2396607104,0.439028619,0.5687682865,301,0.0680231474,0.5616334026,9.1231901042,-1.704860409,0.0005892556,0.5429618217,0.5681434124,-1.7034002205,5e-05,2.60417e-05,0.1604298667,0.0917168705,9.1407145901,0.5613826998,0.5632298318,0.0399412815,0.5998030356,-0.0768172812,0.0712322721,0.1297581855,86020,0.0689329183,5.7812008087,0.0593098958,5.7718880208,0.5615447285,5.8060951628,1772305249.0960383,0.1017604929,0,-9.2090319506,0.0,196.2753295898,0.4419860383,0.0838436681,-0.0728979229,1784.0,9.2361564128,0.0925793564,4962.2178637,0,5.2629102046
1e-05,0.5546212996,10.0406858317,15.3125486374,-0.0609506436,0.0175015455,0.0107700809,6.9935481771,6.8444791667,10.033703663,0.5617533137,0.5615136415,302,0.1001203653,0.5555484574,10.0138291423,-1.5552716979,0.0008838835,0.5299516524,0.5629648149,-1.5545798538,5e-05,3.90625e-05,0.1684027214,0.1299398087,9.9227397473,0.5556300802,0.5479052949,0.0395083396,0.6056675013,-0.1143827234,0.0751815184,0.2017409633,86020,0.1043111043,6.8577113416,0.0725651042,6.8313378906,0.5557486275,6.8960073697,1772305249.096538,0.1113848845,0,-10.057015018,0.0,196.2753295898,0.5611034301,0.1004192554,-0.114213768,1784.0,10.043478597,0.1289341594,4962.2183633,0,6.4385026433
1e-05,0.5430371561,13.0014078776,15.8583705425,-0.0075882566,0.0160290154,0.0117520698,6.5050390625,6.4312093099,13.0394162698,0.5453704064,0.5515636164,303,0.1041931917,0.5394295224,12.9686783854,-1.4589806742,0.0014474561,0.5277630166,0.5509497453,-1.4589411512,5e-05,7.16146e-05,0.1358663653,0.1391664888,12.9045613482,0.5414238252,0.5538675226,0.0403031898,0.6113534333,-0.1268092996,0.082691306,0.1800612529,86020,0.1023056041,6.4860093444,0.1119661458,6.4893684896,0.5405683211,6.5014316248,1772305249.096538,0.1418263842,0,-13.0160314462,0.0,196.2753295898,0.5438533269,0.0820842412,-0.1281846612,1784.0,12.9784765625,0.1393879029,4962.2188632,0,6.2663422081
1e-05,0.5700252534,8.8030175781,15.378651619,-0.0417585347,0.0152261382,0.0109844232,5.9815592448,5.9283349609,8.8696476553,0.4437142644,0.5729010109,304,0.0558449287,0.5713462507,8.7840917969,-1.7621316997,0.0021232102,0.5521223645,0.5722879591,-1.7652754058,5e-05,9.76562e-05,0.1188891687,0.0878171118,8.751630529,0.5709169528,0.566953303,0.0395054046,0.5984567385,-0.0581917299,0.0756251198,0.1285481251,86020,0.0533769098,5.9645518014,0.0480729167,5.9621419271,0.5709490303,5.9801593995,1772305249.0970376,0.1049578285,0,-8.8219872655,0.0,196.2753295898,0.4441540216,0.0764909226,-0.0590123189,1784.0,8.8011140951,0.0835942943,4962.2188632,0,5.1854356799
1e-05,0.5344629914,15.6688216146,15.4455859661,0.0619173969,0.0168011072,0.0112131405,6.611500651,6.5737207031,15.7017798707,0.5669205069,0.5452689943,305,0.1415182661,0.5314374783,15.6220768229,-1.3841567898,0.0022705241,0.5321661931,0.5432864491,-1.3840958925,5e-05,0.0001041667,0.0826744703,0.1431443701,15.5420955238,0.534136496,0.5534060135,0.0394896301,0.6259854458,-0.1379959627,0.0910253105,0.1251003774,86020,0.1400069829,6.5933806987,0.1371223958,6.6059602865,0.5322313627,6.5938294157,1772305249.0975375,0.1697241624,0,-15.6855729479,0.0,196.2753295898,0.5676666916,0.0648278563,-0.1374885426,1784.0,15.6527140299,0.1457909477,4962.219474,0,4.8651238906
1e-05,0.5468419942,12.3944960022,15.4586210251,0.0101509737,0.015422255,0.0109458367,5.9268554688,5.8945377604,12.4241712636,0.4680269581,0.5522649814,306,0.1216204201,0.5429327769,12.337409668,-1.5537401772,0.0012393268,0.5417813703,0.5522900766,-1.554682078,5e-05,5.85938e-05,0.0993743898,0.1045037025,12.2944046089,0.5450449714,0.559155925,0.039752543,0.6123181876,-0.1134635015,0.0813625617,0.1144395115,88159,0.1237774803,5.9377645181,0.1,5.9394466146,0.5423058406,5.9405367224,1772305249.0975375,0.1358028941,0,-12.4111573582,0.0,192.0294799805,0.4704199991,0.0662241019,-0.1136372211,1902.0,12.405999349,0.1004062647,4962.2199766,0,5.1178778255
1e-05,0.5526379015,11.7283536784,15.3858294487,-0.0008633519,0.0195410835,0.0107819327,6.8454557292,6.7660546875,11.7446810673,0.5528213458,0.5571987461,307,0.1201263186,0.5487520625,11.7067683919,-1.5209980004,0.0022097087,0.5331022853,0.5579215331,-1.5197836773,5e-05,9.76562e-05,0.1272991056,0.1146439702,11.6051499091,0.551962396,0.5554005368,0.0396308494,0.6138056207,-0.1252677288,0.0833848313,0.1438007433,88159,0.1182055755,6.7989343913,0.0948828125,6.8122981771,0.5493035095,6.8208263891,1772305249.0981483,0.1339645481,0,-11.7389927432,0.0,183.5377807617,0.5508407025,0.0774061693,-0.125155261,2138.0,11.7130183919,0.1148099008,4962.2199766,0,5.604164023
1e-05,0.5472142517,12.3327124023,15.2879025936,0.0056001656,0.0170518068,0.0110252174,6.3682747396,6.3236621094,12.406888826,0.5478848972,0.5539678451,308,0.1281092435,0.544316334,12.2905533854,-1.5015198476,0.0021232102,0.5367439085,0.5544163379,-1.502173268,5e-05,9.76562e-05,0.1055526347,0.1324948104,12.2652706757,0.5468591613,0.5537063227,0.0391421684,0.6171456226,-0.1310308165,0.0837643673,0.1566113759,88159,0.1274468086,6.3752056884,0.1041796875,6.3603222656,0.5448284539,6.3861622424,1772305249.098651,0.1392927711,0,-12.348290702,0.0,183.5377807617,0.5469743611,0.0710846692,-0.1307380974,2138.0,12.3273828125,0.1262672315,4962.2206372,0,5.6671871831
1e-05,0.5659034263,6.9133951823,15.7518818378,-0.1136636271,0.0170321006,0.0107913828,5.6004329427,5.5401985677,6.9831612624,0.4652299765,0.568684051,309,0.100790882,0.5653109389,6.9116210938,-1.7097242442,0.0002946278,0.5393606804,0.5692984932,-1.7124724352,5e-05,1.30208e-05,0.1720872017,0.0918143141,6.8747354827,0.5661154132,0.5580168422,0.0408193811,0.5924190726,-0.0866565345,0.0677258151,0.1390514586,88159,0.0988832551,5.6028225554,0.0466666667,5.611422526,0.5655232142,5.6293581388,1772305249.0993116,0.0882198291,0,-6.9282914906,0.0,183.5377807617,0.4651132677,0.0932395867,-0.084045104,2138.0,6.8846484375,0.0929745564,5123.6971442,0,5.5444402247
1e-05,0.5611182905,9.3999747721,15.7455704212,-0.0399497167,0.0171316143,0.0114437175,6.2824739583,6.2509765625,9.4459985426,0.4938760349,0.5650855921,310,0.1042899155,0.560159619,9.4192154948,-1.6461687911,0.0013866407,0.5396272373,0.5660475289,-1.6442387322,5e-05,6.51042e-05,0.1445095458,0.1084160194,9.3303157816,0.5603102564,0.5583712661,0.0402014033,0.6019940907,-0.0955493448,0.0738086698,0.1381052075,89833,0.1055397108,6.267605695,0.06,6.3192382812,0.5599814575,6.2958209254,1772305410.5810826,0.1088717212,0,-9.4174583966,0.0,12.4516639709,0.4949864465,0.083452127,-0.0969636461,296.0,9.3520812988,0.1066597149,5123.6976462,0,5.0997989078
1e-05,0.5382867677,14.9899121094,15.4420456886,0.0588384931,0.015995745,0.0109321785,6.7540039063,6.723922526,15.0171843023,0.5489355918,0.5495225308,311,0.1058191286,0.5379438785,14.9387272135,-1.4357450783,0.0013258252,0.5390426714,0.5490112537,-1.4369841552,5e-05,5.85938e-05,0.0784581289,0.1456852403,14.8575749544,0.5388980404,0.5602103872,0.0397523506,0.6223778206,-0.1232776166,0.0894227519,0.1329169923,89833,0.1075160601,6.7336249844,0.1239322917,6.7540332031,0.537951618,6.7413208598,1772305410.5815835,0.1662739308,0,-15.0052269868,0.0,12.4516639709,0.5452847466,0.0547375666,-0.121141512,296.0,14.9751302083,0.1448299036,5123.6976462,0,5.2248586937
1e-05,0.5529254856,11.6711425781,15.7901587486,-0.0031970121,0.0170976065,0.011435291,6.6521940104,6.6113053385,11.729176042,0.5413234605,0.5590671749,312,0.0984124703,0.5533617909,11.6517399089,-1.5295764626,0.0027732813,0.538331865,0.5593270779,-1.5297410878,5e-05,0.0001302083,0.1102447564,0.1150599281,11.5808196681,0.5522450539,0.5585030814,0.0403813012,0.6120752487,-0.1077501048,0.0841706877,0.1150934558,89833,0.0962454897,6.6232649032,0.0936197917,6.6401953125,0.5530488409,6.6361380184,1772305410.5820854,0.1366250526,0,-11.6874102459,0.0,12.4516639709,0.5449316745,0.0776498888,-0.1089781285,296.0,11.6493733724,0.1143576645,5123.6981493,0,4.6105416547
1e-05,0.5513706503,11.7528613281,15.798101902,-0.0506496738,0.0192510239,0.0110133529,7.1480664062,7.1111979167,11.8067420472,0.6016732903,0.5593343657,313,0.1158194054,0.5511185979,11.7269921875,-1.4736412395,0.0011785113,0.5274430782,0.5588555792,-1.4739995818,5e-05,5.20833e-05,0.1596863358,0.1429167571,11.6970903187,0.5496774013,0.5584344193,0.0407963109,0.6034403238,-0.1366763567,0.0794275112,0.1467911194,90279,0.113292626,7.0957299115,0.0907552083,7.1727278646,0.5508595076,7.136824145,1772305410.5825887,0.1251692423,0,-11.7665058234,0.0,29.345597585,0.6035441906,0.0947629419,-0.1373031771,395.3333333333,11.7425406901,0.1419331609,5123.698649,0,5.7468564191
